1) a = -9 | b = -9 | c = 0

43992) a = 4.2 | b = 4.2 | c = 0

43993) a = 4.2 | b = 6.3 | c = -4.2

43994) a = 4.2 | b = 6.3 | c = 0

43995) a = 4.2 | b = 8.4 | c = 0

43996) a = 4.2 | b = 8.4 | c = 4.2

43997) a = 4.3 | b = -8.6 | c = 0

43998) a = 4.3 | b = -8.6 | c = 4.3

43999) a = 4.3 | b = -4.3 | c = 0

44000) a = 4.3 | b = 0 | c = -4.3

44001) a = 4.3 | b = 0 | c = 0

44002) a = 4.3 | b = 4.3 | c = 0

44003) a = 4.3 | b = 8.6 | c = 0

44004) a = 4.3 | b = 8.6 | c = 4.3

44005) a = 4.4 | b = -8.8 | c = 0

44006) a = 4.4 | b = -8.8 | c = 4.4

44007) a = 4.4 | b = -7.7 | c = -2.2

44008) a = 4.4 | b = -7.7 | c = 0

44009) a = 4.4 | b = -6.6 | c = -4.4

44010) a = 4.4 | b = -5.5 | c = 0

44011) a = 4.4 | b = -4.4 | c = -3.3

44012) a = 4.4 | b = -4.4 | c = 0

44013) a = 4.4 | b = -4.4 | c = 1.1

44014) a = 4.4 | b = -3.3 | c = -1.1

44015) a = 4.4 | b = -2.2 | c = 0

44016) a = 4.4 | b = -1.1 | c = -5.5

44017) a = 4.4 | b = -1.1 | c = 0

44018) a = 4.4 | b = 0 | c = -4.4

44019) a = 4.4 | b = 0 | c = -1.1

44020) a = 4.4 | b = 0 | c = 0

44021) a = 4.4 | b = 1.1 | c = -5.5

44022) a = 4.4 | b = 1.1 | c = 0

44023) a = 4.4 | b = 2.2 | c = 0

44024) a = 4.4 | b = 3.3 | c = -1.1

44025) a = 4.4 | b = 4.4 | c = -3.3

44026) a = 4.4 | b = 4.4 | c = 0

44027) a = 4.4 | b = 4.4 | c = 1.1

44028) a = 4.4 | b = 5.5 | c = 0

44029) a = 4.4 | b = 6.6 | c = -4.4

44030) a = 4.4 | b = 7.7 | c = -2.2

44031) a = 4.4 | b = 7.7 | c = 0

44032) a = 4.4 | b = 8.8 | c = 0

44033) a = 4.4 | b = 8.8 | c = 4.4

44034) a = 4.5 | b = -9 | c = 0

44035) a = 4.5 | b = -9 | c = 4.5

44036) a = 4.5 | b = -7.2 | c = 0

44037) a = 4.5 | b = -6.3 | c = -5.4

44038) a = 4.5 | b = -6.3 | c = 0

44039) a = 4.5 | b = -4.5 | c = -9

44040) a = 4.5 | b = -4.5 | c = 0

44041) a = 4.5 | b = -3.6 | c = 0

44042) a = 4.5 | b = -1.8 | c = 0

44043) a = 4.5 | b = -0.9 | c = 0

44044) a = 4.5 | b = 0 | c = -4.5

44045) a = 4.5 | b = 0 | c = 0

44046) a = 4.5 | b = 0.9 | c = 0

44047) a = 4.5 | b = 1.8 | c = 0

44048) a = 4.5 | b = 3.6 | c = 0

44049) a = 4.5 | b = 4.5 | c = -9

44050) a = 4.5 | b = 4.5 | c = 0

44051) a = 4.5 | b = 6.3 | c = -5.4

44052) a = 4.5 | b = 6.3 | c = 0

44053) a = 4.5 | b = 7.2 | c = 0

44054) a = 4.5 | b = 9 | c = 0

44055) a = 4.5 | b = 9 | c = 4.5

44056) a = 4.6 | b = -6.9 | c = -4.6

44057) a = 4.6 | b = -4.6 | c = 0

44058) a = 4.6 | b = -2.3 | c = 0

44059) a = 4.6 | b = 0 | c = -4.6

44060) a = 4.6 | b = 0 | c = 0

44061) a = 4.6 | b = 2.3 | c = 0

44062) a = 4.6 | b = 4.6 | c = 0

44063) a = 4.6 | b = 6.9 | c = -4.6

44064) a = 4.7 | b = -4.7 | c = 0

44065) a = 4.7 | b = 0 | c = -4.7

44066) a = 4.7 | b = 0 | c = 0

44067) a = 4.7 | b = 4.7 | c = 0

44068) a = 4.8 | b = -8.4 | c = -9

44069) a = 4.8 | b = -7.2 | c = -4.8

44070) a = 4.8 | b = -7.2 | c = 0

44071) a = 4.8 | b = -7.2 | c = 2.7

44072) a = 4.8 | b = -6 | c = 0

44073) a = 4.8 | b = -6 | c = 1.2

44074) a = 4.8 | b = -4.8 | c = -3.6

44075) a = 4.8 | b = -4.8 | c = 0

44076) a = 4.8 | b = -4.8 | c = 1.2

44077) a = 4.8 | b = -3.6 | c = -1.2

44078) a = 4.8 | b = -3.6 | c = 0

44079) a = 4.8 | b = -2.4 | c = -7.2

44080) a = 4.8 | b = -2.4 | c = -4.5

44081) a = 4.8 | b = -2.4 | c = -0.9

44082) a = 4.8 | b = -2.4 | c = 0

44083) a = 4.8 | b = -2.4 | c = 0.3

44084) a = 4.8 | b = -1.2 | c = -9

44085) a = 4.8 | b = -1.2 | c = -3.6

44086) a = 4.8 | b = -1.2 | c = -1.8

44087) a = 4.8 | b = -1.2 | c = 0

44088) a = 4.8 | b = 0 | c = -7.5

44089) a = 4.8 | b = 0 | c = -4.8

44090) a = 4.8 | b = 0 | c = -2.7

44091) a = 4.8 | b = 0 | c = -1.2

44092) a = 4.8 | b = 0 | c = -0.3

44093) a = 4.8 | b = 0 | c = 0

44094) a = 4.8 | b = 1.2 | c = -9

44095) a = 4.8 | b = 1.2 | c = -3.6

44096) a = 4.8 | b = 1.2 | c = -1.8

44097) a = 4.8 | b = 1.2 | c = 0

44098) a = 4.8 | b = 2.4 | c = -7.2

44099) a = 4.8 | b = 2.4 | c = -4.5

44100) a = 4.8 | b = 2.4 | c = -0.9

44101) a = 4.8 | b = 2.4 | c = 0

44102) a = 4.8 | b = 2.4 | c = 0.3

44103) a = 4.8 | b = 3.6 | c = -1.2

44104) a = 4.8 | b = 3.6 | c = 0

44105) a = 4.8 | b = 4.8 | c = -3.6

44106) a = 4.8 | b = 4.8 | c = 0

44107) a = 4.8 | b = 4.8 | c = 1.2

44108) a = 4.8 | b = 6 | c = 0

44109) a = 4.8 | b = 6 | c = 1.2

44110) a = 4.8 | b = 7.2 | c = -4.8

44111) a = 4.8 | b = 7.2 | c = 0

44112) a = 4.8 | b = 7.2 | c = 2.7

44113) a = 4.8 | b = 8.4 | c = -9

44114) a = 4.9 | b = -4.9 | c = 0

44115) a = 4.9 | b = 0 | c = -4.9

44116) a = 4.9 | b = 0 | c = 0

44117) a = 4.9 | b = 4.9 | c = 0

44118) a = 5 | b = -9 | c = -7.2

44119) a = 5 | b = -9 | c = -4.4

44120) a = 5 | b = -9 | c = -2

44121) a = 5 | b = -9 | c = 0

44122) a = 5 | b = -9 | c = 1.6

44123) a = 5 | b = -9 | c = 2.8

44124) a = 5 | b = -9 | c = 3.6

44125) a = 5 | b = -9 | c = 4

44126) a = 5 | b = -8.9 | c = 0

44127) a = 5 | b = -8.6 | c = 0

44128) a = 5 | b = -8.5 | c = -8.4

44129) a = 5 | b = -8.5 | c = -6.9

44130) a = 5 | b = -8.5 | c = -5.5

44131) a = 5 | b = -8.5 | c = -4.2

44132) a = 5 | b = -8.5 | c = -3

44133) a = 5 | b = -8.5 | c = -1.9

44134) a = 5 | b = -8.5 | c = -0.9

44135) a = 5 | b = -8.5 | c = 0

44136) a = 5 | b = -8.5 | c = 0.8

44137) a = 5 | b = -8.5 | c = 1.5

44138) a = 5 | b = -8.5 | c = 2.1

44139) a = 5 | b = -8.5 | c = 2.6

44140) a = 5 | b = -8.5 | c = 3

44141) a = 5 | b = -8.5 | c = 3.3

44142) a = 5 | b = -8.5 | c = 3.5

44143) a = 5 | b = -8.5 | c = 3.6

44144) a = 5 | b = -8.3 | c = -5.4

44145) a = 5 | b = -8.2 | c = 0

44146) a = 5 | b = -8.1 | c = -5.3

44147) a = 5 | b = -8 | c = -6.6

44148) a = 5 | b = -8 | c = -4

44149) a = 5 | b = -8 | c = -1.8

44150) a = 5 | b = -8 | c = 0

44151) a = 5 | b = -8 | c = 1.4

44152) a = 5 | b = -8 | c = 2.4

44153) a = 5 | b = -8 | c = 3

44154) a = 5 | b = -8 | c = 3.2

44155) a = 5 | b = -7.9 | c = -5.2

44156) a = 5 | b = -7.9 | c = 0

44157) a = 5 | b = -7.8 | c = 0

44158) a = 5 | b = -7.7 | c = 0

44159) a = 5 | b = -7.6 | c = 0

44160) a = 5 | b = -7.5 | c = -7.7

44161) a = 5 | b = -7.5 | c = -6.3

44162) a = 5 | b = -7.5 | c = -5

44163) a = 5 | b = -7.5 | c = -3.8

44164) a = 5 | b = -7.5 | c = -2.7

44165) a = 5 | b = -7.5 | c = -1.7

44166) a = 5 | b = -7.5 | c = -0.8

44167) a = 5 | b = -7.5 | c = 0

44168) a = 5 | b = -7.5 | c = 0.7

44169) a = 5 | b = -7.5 | c = 1.3

44170) a = 5 | b = -7.5 | c = 1.8

44171) a = 5 | b = -7.5 | c = 2.2

44172) a = 5 | b = -7.5 | c = 2.5

44173) a = 5 | b = -7.5 | c = 2.7

44174) a = 5 | b = -7.5 | c = 2.8

44175) a = 5 | b = -7.4 | c = 0

44176) a = 5 | b = -7.3 | c = 0

44177) a = 5 | b = -7.3 | c = 2.4

44178) a = 5 | b = -7.2 | c = -5.6

44179) a = 5 | b = -7.2 | c = 0

44180) a = 5 | b = -7.1 | c = -4.8

44181) a = 5 | b = -7.1 | c = 0

44182) a = 5 | b = -7 | c = -8.8

44183) a = 5 | b = -7 | c = -6

44184) a = 5 | b = -7 | c = -3.6

44185) a = 5 | b = -7 | c = -1.6

44186) a = 5 | b = -7 | c = 0

44187) a = 5 | b = -7 | c = 1.2

44188) a = 5 | b = -7 | c = 2

44189) a = 5 | b = -7 | c = 2.4

44190) a = 5 | b = -6.7 | c = 0

44191) a = 5 | b = -6.6 | c = -6.8

44192) a = 5 | b = -6.5 | c = -8.4

44193) a = 5 | b = -6.5 | c = -7

44194) a = 5 | b = -6.5 | c = -5.7

44195) a = 5 | b = -6.5 | c = -4.5

44196) a = 5 | b = -6.5 | c = -3.4

44197) a = 5 | b = -6.5 | c = -2.4

44198) a = 5 | b = -6.5 | c = -1.5

44199) a = 5 | b = -6.5 | c = -0.7

44200) a = 5 | b = -6.5 | c = 0

44201) a = 5 | b = -6.5 | c = 0.6

44202) a = 5 | b = -6.5 | c = 1.1

44203) a = 5 | b = -6.5 | c = 1.5

44204) a = 5 | b = -6.5 | c = 1.8

44205) a = 5 | b = -6.5 | c = 2

44206) a = 5 | b = -6.5 | c = 2.1

44207) a = 5 | b = -6.4 | c = -7.2

44208) a = 5 | b = -6.4 | c = 0

44209) a = 5 | b = -6.3 | c = -7.4

44210) a = 5 | b = -6.3 | c = 0

44211) a = 5 | b = -6.2 | c = -7.6

44212) a = 5 | b = -6.2 | c = 0

44213) a = 5 | b = -6.1 | c = -4.3

44214) a = 5 | b = -6.1 | c = 0

44215) a = 5 | b = -6 | c = -8

44216) a = 5 | b = -6 | c = -5.4

44217) a = 5 | b = -6 | c = -3.2

44218) a = 5 | b = -6 | c = -1.4

44219) a = 5 | b = -6 | c = 0

44220) a = 5 | b = -6 | c = 1

44221) a = 5 | b = -6 | c = 1.6

44222) a = 5 | b = -6 | c = 1.8

44223) a = 5 | b = -5.9 | c = -8.2

44224) a = 5 | b = -5.8 | c = 0

44225) a = 5 | b = -5.5 | c = -9

44226) a = 5 | b = -5.5 | c = -7.6

44227) a = 5 | b = -5.5 | c = -6.3

44228) a = 5 | b = -5.5 | c = -5.1

44229) a = 5 | b = -5.5 | c = -4

44230) a = 5 | b = -5.5 | c = -3

44231) a = 5 | b = -5.5 | c = -2.1

44232) a = 5 | b = -5.5 | c = -1.3

44233) a = 5 | b = -5.5 | c = -0.6

44234) a = 5 | b = -5.5 | c = 0

44235) a = 5 | b = -5.5 | c = 0.5

44236) a = 5 | b = -5.5 | c = 0.9

44237) a = 5 | b = -5.5 | c = 1.2

44238) a = 5 | b = -5.5 | c = 1.4

44239) a = 5 | b = -5.5 | c = 1.5

44240) a = 5 | b = -5.4 | c = 0

44241) a = 5 | b = -5.3 | c = 0

44242) a = 5 | b = -5.2 | c = 0

44243) a = 5 | b = -5.1 | c = -3.8

44244) a = 5 | b = -5.1 | c = 0

44245) a = 5 | b = -5 | c = -7.2

44246) a = 5 | b = -5 | c = -4.8

44247) a = 5 | b = -5 | c = -2.8

44248) a = 5 | b = -5 | c = -1.2

44249) a = 5 | b = -5 | c = 0

44250) a = 5 | b = -5 | c = 0.8

44251) a = 5 | b = -5 | c = 1.2

44252) a = 5 | b = -4.9 | c = -3.7

44253) a = 5 | b = -4.8 | c = 0

44254) a = 5 | b = -4.7 | c = -4.2

44255) a = 5 | b = -4.5 | c = -8.1

44256) a = 5 | b = -4.5 | c = -6.8

44257) a = 5 | b = -4.5 | c = -5.6

44258) a = 5 | b = -4.5 | c = -4.5

44259) a = 5 | b = -4.5 | c = -3.5

44260) a = 5 | b = -4.5 | c = -2.6

44261) a = 5 | b = -4.5 | c = -1.8

44262) a = 5 | b = -4.5 | c = -1.1

44263) a = 5 | b = -4.5 | c = -0.5

44264) a = 5 | b = -4.5 | c = 0

44265) a = 5 | b = -4.5 | c = 0.4

44266) a = 5 | b = -4.5 | c = 0.7

44267) a = 5 | b = -4.5 | c = 0.9

44268) a = 5 | b = -4.5 | c = 1

44269) a = 5 | b = -4.3 | c = 0

44270) a = 5 | b = -4.1 | c = -5.1

44271) a = 5 | b = -4.1 | c = 0

44272) a = 5 | b = -4 | c = -9

44273) a = 5 | b = -4 | c = -6.4

44274) a = 5 | b = -4 | c = -4.2

44275) a = 5 | b = -4 | c = -2.4

44276) a = 5 | b = -4 | c = -1

44277) a = 5 | b = -4 | c = 0

44278) a = 5 | b = -4 | c = 0.6

44279) a = 5 | b = -4 | c = 0.8

44280) a = 5 | b = -3.9 | c = -8.9

44281) a = 5 | b = -3.9 | c = -5.4

44282) a = 5 | b = -3.9 | c = -3.2

44283) a = 5 | b = -3.9 | c = 0

44284) a = 5 | b = -3.8 | c = 0

44285) a = 5 | b = -3.7 | c = -5.7

44286) a = 5 | b = -3.7 | c = 0

44287) a = 5 | b = -3.6 | c = -8.6

44288) a = 5 | b = -3.6 | c = -1.4

44289) a = 5 | b = -3.6 | c = 0

44290) a = 5 | b = -3.5 | c = -8.5

44291) a = 5 | b = -3.5 | c = -7.2

44292) a = 5 | b = -3.5 | c = -6

44293) a = 5 | b = -3.5 | c = -4.9

44294) a = 5 | b = -3.5 | c = -3.9

44295) a = 5 | b = -3.5 | c = -3

44296) a = 5 | b = -3.5 | c = -2.2

44297) a = 5 | b = -3.5 | c = -1.5

44298) a = 5 | b = -3.5 | c = -0.9

44299) a = 5 | b = -3.5 | c = -0.4

44300) a = 5 | b = -3.5 | c = 0

44301) a = 5 | b = -3.5 | c = 0.3

44302) a = 5 | b = -3.5 | c = 0.5

44303) a = 5 | b = -3.5 | c = 0.6

44304) a = 5 | b = -3.3 | c = -1.7

44305) a = 5 | b = -3.2 | c = -1.8

44306) a = 5 | b = -3.2 | c = 0

44307) a = 5 | b = -3.1 | c = -1.9

44308) a = 5 | b = -3.1 | c = 0

44309) a = 5 | b = -3 | c = -8

44310) a = 5 | b = -3 | c = -5.6

44311) a = 5 | b = -3 | c = -3.6

44312) a = 5 | b = -3 | c = -2

44313) a = 5 | b = -3 | c = -0.8

44314) a = 5 | b = -3 | c = 0

44315) a = 5 | b = -3 | c = 0.4

44316) a = 5 | b = -2.9 | c = -7.9

44317) a = 5 | b = -2.9 | c = 0

44318) a = 5 | b = -2.8 | c = -7.8

44319) a = 5 | b = -2.7 | c = -2.6

44320) a = 5 | b = -2.7 | c = 0

44321) a = 5 | b = -2.6 | c = -7.6

44322) a = 5 | b = -2.6 | c = 0

44323) a = 5 | b = -2.5 | c = -8.8

44324) a = 5 | b = -2.5 | c = -7.5

44325) a = 5 | b = -2.5 | c = -6.3

44326) a = 5 | b = -2.5 | c = -5.2

44327) a = 5 | b = -2.5 | c = -4.2

44328) a = 5 | b = -2.5 | c = -3.3

44329) a = 5 | b = -2.5 | c = -2.5

44330) a = 5 | b = -2.5 | c = -1.8

44331) a = 5 | b = -2.5 | c = -1.2

44332) a = 5 | b = -2.5 | c = -0.7

44333) a = 5 | b = -2.5 | c = -0.3

44334) a = 5 | b = -2.5 | c = 0

44335) a = 5 | b = -2.5 | c = 0.2

44336) a = 5 | b = -2.5 | c = 0.3

44337) a = 5 | b = -2.4 | c = -7.4

44338) a = 5 | b = -2.4 | c = 0

44339) a = 5 | b = -2.3 | c = -2.7

44340) a = 5 | b = -2.3 | c = -2.4

44341) a = 5 | b = -2.2 | c = -7.2

44342) a = 5 | b = -2.1 | c = -8.1

44343) a = 5 | b = -2.1 | c = -7.1

44344) a = 5 | b = -2 | c = -7

44345) a = 5 | b = -2 | c = -4.8

44346) a = 5 | b = -2 | c = -3

44347) a = 5 | b = -2 | c = -1.6

44348) a = 5 | b = -2 | c = -0.6

44349) a = 5 | b = -2 | c = 0

44350) a = 5 | b = -2 | c = 0.2

44351) a = 5 | b = -1.9 | c = 0

44352) a = 5 | b = -1.8 | c = -6.8

44353) a = 5 | b = -1.8 | c = 0

44354) a = 5 | b = -1.7 | c = -3.3

44355) a = 5 | b = -1.6 | c = -3.4

44356) a = 5 | b = -1.6 | c = 0

44357) a = 5 | b = -1.5 | c = -9

44358) a = 5 | b = -1.5 | c = -7.7

44359) a = 5 | b = -1.5 | c = -6.5

44360) a = 5 | b = -1.5 | c = -5.4

44361) a = 5 | b = -1.5 | c = -4.4

44362) a = 5 | b = -1.5 | c = -3.5

44363) a = 5 | b = -1.5 | c = -2.7

44364) a = 5 | b = -1.5 | c = -2

44365) a = 5 | b = -1.5 | c = -1.4

44366) a = 5 | b = -1.5 | c = -0.9

44367) a = 5 | b = -1.5 | c = -0.5

44368) a = 5 | b = -1.5 | c = -0.2

44369) a = 5 | b = -1.5 | c = 0

44370) a = 5 | b = -1.5 | c = 0.1

44371) a = 5 | b = -1.4 | c = -6.4

44372) a = 5 | b = -1.4 | c = -3.6

44373) a = 5 | b = -1.3 | c = -3.7

44374) a = 5 | b = -1.3 | c = -1.9

44375) a = 5 | b = -1.3 | c = 0

44376) a = 5 | b = -1.2 | c = -3.8

44377) a = 5 | b = -1.2 | c = 0

44378) a = 5 | b = -1.1 | c = -6.1

44379) a = 5 | b = -1.1 | c = -3.9

44380) a = 5 | b = -1.1 | c = -1.8

44381) a = 5 | b = -1 | c = -8.4

44382) a = 5 | b = -1 | c = -6

44383) a = 5 | b = -1 | c = -4

44384) a = 5 | b = -1 | c = -2.4

44385) a = 5 | b = -1 | c = -1.2

44386) a = 5 | b = -1 | c = -0.4

44387) a = 5 | b = -1 | c = 0

44388) a = 5 | b = -0.9 | c = -4.1

44389) a = 5 | b = -0.9 | c = -1.7

44390) a = 5 | b = -0.9 | c = 0

44391) a = 5 | b = -0.8 | c = 0

44392) a = 5 | b = -0.7 | c = -5.7

44393) a = 5 | b = -0.7 | c = -1.6

44394) a = 5 | b = -0.7 | c = -0.9

44395) a = 5 | b = -0.6 | c = 0

44396) a = 5 | b = -0.5 | c = -7.8

44397) a = 5 | b = -0.5 | c = -6.6

44398) a = 5 | b = -0.5 | c = -5.5

44399) a = 5 | b = -0.5 | c = -4.5

44400) a = 5 | b = -0.5 | c = -3.6

44401) a = 5 | b = -0.5 | c = -2.8

44402) a = 5 | b = -0.5 | c = -2.1

44403) a = 5 | b = -0.5 | c = -1.5

44404) a = 5 | b = -0.5 | c = -1

44405) a = 5 | b = -0.5 | c = -0.6

44406) a = 5 | b = -0.5 | c = -0.3

44407) a = 5 | b = -0.5 | c = -0.1

44408) a = 5 | b = -0.5 | c = 0

44409) a = 5 | b = -0.4 | c = -5.4

44410) a = 5 | b = -0.4 | c = 0

44411) a = 5 | b = -0.3 | c = -5.3

44412) a = 5 | b = -0.3 | c = 0

44413) a = 5 | b = -0.2 | c = 0

44414) a = 5 | b = -0.1 | c = -5.1

44415) a = 5 | b = -0.1 | c = 0

44416) a = 5 | b = 0 | c = -7.2

44417) a = 5 | b = 0 | c = -5

44418) a = 5 | b = 0 | c = -3.2

44419) a = 5 | b = 0 | c = -1.8

44420) a = 5 | b = 0 | c = -0.8

44421) a = 5 | b = 0 | c = -0.2

44422) a = 5 | b = 0 | c = 0

44423) a = 5 | b = 0.1 | c = -5.1

44424) a = 5 | b = 0.1 | c = 0

44425) a = 5 | b = 0.2 | c = 0

44426) a = 5 | b = 0.3 | c = -5.3

44427) a = 5 | b = 0.3 | c = 0

44428) a = 5 | b = 0.4 | c = -5.4

44429) a = 5 | b = 0.4 | c = 0

44430) a = 5 | b = 0.5 | c = -7.8

44431) a = 5 | b = 0.5 | c = -6.6

44432) a = 5 | b = 0.5 | c = -5.5

44433) a = 5 | b = 0.5 | c = -4.5

44434) a = 5 | b = 0.5 | c = -3.6

44435) a = 5 | b = 0.5 | c = -2.8

44436) a = 5 | b = 0.5 | c = -2.1

44437) a = 5 | b = 0.5 | c = -1.5

44438) a = 5 | b = 0.5 | c = -1

44439) a = 5 | b = 0.5 | c = -0.6

44440) a = 5 | b = 0.5 | c = -0.3

44441) a = 5 | b = 0.5 | c = -0.1

44442) a = 5 | b = 0.5 | c = 0

44443) a = 5 | b = 0.6 | c = 0

44444) a = 5 | b = 0.7 | c = -5.7

44445) a = 5 | b = 0.7 | c = -1.6

44446) a = 5 | b = 0.7 | c = -0.9

44447) a = 5 | b = 0.8 | c = 0

44448) a = 5 | b = 0.9 | c = -4.1

44449) a = 5 | b = 0.9 | c = -1.7

44450) a = 5 | b = 0.9 | c = 0

44451) a = 5 | b = 1 | c = -8.4

44452) a = 5 | b = 1 | c = -6

44453) a = 5 | b = 1 | c = -4

44454) a = 5 | b = 1 | c = -2.4

44455) a = 5 | b = 1 | c = -1.2

44456) a = 5 | b = 1 | c = -0.4

44457) a = 5 | b = 1 | c = 0

44458) a = 5 | b = 1.1 | c = -6.1

44459) a = 5 | b = 1.1 | c = -3.9

44460) a = 5 | b = 1.1 | c = -1.8

44461) a = 5 | b = 1.2 | c = -3.8

44462) a = 5 | b = 1.2 | c = 0

44463) a = 5 | b = 1.3 | c = -3.7

44464) a = 5 | b = 1.3 | c = -1.9

44465) a = 5 | b = 1.3 | c = 0

44466) a = 5 | b = 1.4 | c = -6.4

44467) a = 5 | b = 1.4 | c = -3.6

44468) a = 5 | b = 1.5 | c = -9

44469) a = 5 | b = 1.5 | c = -7.7

44470) a = 5 | b = 1.5 | c = -6.5

44471) a = 5 | b = 1.5 | c = -5.4

44472) a = 5 | b = 1.5 | c = -4.4

44473) a = 5 | b = 1.5 | c = -3.5

44474) a = 5 | b = 1.5 | c = -2.7

44475) a = 5 | b = 1.5 | c = -2

44476) a = 5 | b = 1.5 | c = -1.4

44477) a = 5 | b = 1.5 | c = -0.9

44478) a = 5 | b = 1.5 | c = -0.5

44479) a = 5 | b = 1.5 | c = -0.2

44480) a = 5 | b = 1.5 | c = 0

44481) a = 5 | b = 1.5 | c = 0.1

44482) a = 5 | b = 1.6 | c = -3.4

44483) a = 5 | b = 1.6 | c = 0

44484) a = 5 | b = 1.7 | c = -3.3

44485) a = 5 | b = 1.8 | c = -6.8

44486) a = 5 | b = 1.8 | c = 0

44487) a = 5 | b = 1.9 | c = 0

44488) a = 5 | b = 2 | c = -7

44489) a = 5 | b = 2 | c = -4.8

44490) a = 5 | b = 2 | c = -3

44491) a = 5 | b = 2 | c = -1.6

44492) a = 5 | b = 2 | c = -0.6

44493) a = 5 | b = 2 | c = 0

44494) a = 5 | b = 2 | c = 0.2

44495) a = 5 | b = 2.1 | c = -8.1

44496) a = 5 | b = 2.1 | c = -7.1

44497) a = 5 | b = 2.2 | c = -7.2

44498) a = 5 | b = 2.3 | c = -2.7

44499) a = 5 | b = 2.3 | c = -2.4

44500) a = 5 | b = 2.4 | c = -7.4

44501) a = 5 | b = 2.4 | c = 0

44502) a = 5 | b = 2.5 | c = -8.8

44503) a = 5 | b = 2.5 | c = -7.5

44504) a = 5 | b = 2.5 | c = -6.3

44505) a = 5 | b = 2.5 | c = -5.2

44506) a = 5 | b = 2.5 | c = -4.2

44507) a = 5 | b = 2.5 | c = -3.3

44508) a = 5 | b = 2.5 | c = -2.5

44509) a = 5 | b = 2.5 | c = -1.8

44510) a = 5 | b = 2.5 | c = -1.2

44511) a = 5 | b = 2.5 | c = -0.7

44512) a = 5 | b = 2.5 | c = -0.3

44513) a = 5 | b = 2.5 | c = 0

44514) a = 5 | b = 2.5 | c = 0.2

44515) a = 5 | b = 2.5 | c = 0.3

44516) a = 5 | b = 2.6 | c = -7.6

44517) a = 5 | b = 2.6 | c = 0

44518) a = 5 | b = 2.7 | c = -2.6

44519) a = 5 | b = 2.7 | c = 0

44520) a = 5 | b = 2.8 | c = -7.8

44521) a = 5 | b = 2.9 | c = -7.9

44522) a = 5 | b = 2.9 | c = 0

44523) a = 5 | b = 3 | c = -8

44524) a = 5 | b = 3 | c = -5.6

44525) a = 5 | b = 3 | c = -3.6

44526) a = 5 | b = 3 | c = -2

44527) a = 5 | b = 3 | c = -0.8

44528) a = 5 | b = 3 | c = 0

44529) a = 5 | b = 3 | c = 0.4

44530) a = 5 | b = 3.1 | c = -1.9

44531) a = 5 | b = 3.1 | c = 0

44532) a = 5 | b = 3.2 | c = -1.8

44533) a = 5 | b = 3.2 | c = 0

44534) a = 5 | b = 3.3 | c = -1.7

44535) a = 5 | b = 3.5 | c = -8.5

44536) a = 5 | b = 3.5 | c = -7.2

44537) a = 5 | b = 3.5 | c = -6

44538) a = 5 | b = 3.5 | c = -4.9

44539) a = 5 | b = 3.5 | c = -3.9

44540) a = 5 | b = 3.5 | c = -3

44541) a = 5 | b = 3.5 | c = -2.2

44542) a = 5 | b = 3.5 | c = -1.5

44543) a = 5 | b = 3.5 | c = -0.9

44544) a = 5 | b = 3.5 | c = -0.4

44545) a = 5 | b = 3.5 | c = 0

44546) a = 5 | b = 3.5 | c = 0.3

44547) a = 5 | b = 3.5 | c = 0.5

44548) a = 5 | b = 3.5 | c = 0.6

44549) a = 5 | b = 3.6 | c = -8.6

44550) a = 5 | b = 3.6 | c = -1.4

44551) a = 5 | b = 3.6 | c = 0

44552) a = 5 | b = 3.7 | c = -5.7

44553) a = 5 | b = 3.7 | c = 0

44554) a = 5 | b = 3.8 | c = 0

44555) a = 5 | b = 3.9 | c = -8.9

44556) a = 5 | b = 3.9 | c = -5.4

44557) a = 5 | b = 3.9 | c = -3.2

44558) a = 5 | b = 3.9 | c = 0

44559) a = 5 | b = 4 | c = -9

44560) a = 5 | b = 4 | c = -6.4

44561) a = 5 | b = 4 | c = -4.2

44562) a = 5 | b = 4 | c = -2.4

44563) a = 5 | b = 4 | c = -1

44564) a = 5 | b = 4 | c = 0

44565) a = 5 | b = 4 | c = 0.6

44566) a = 5 | b = 4 | c = 0.8

44567) a = 5 | b = 4.1 | c = -5.1

