1) d = 81 | x1 = -1.0 | x2 = 0

31500) d = 23.04 | x1 = 0 | x2 = 0

31501) d = 23.04 | x1 = 0 | x2 = 0

31502) d = 23.04 | x1 = 0 | x2 = 0

31503) d = 23.04 | x1 = 0 | x2 = 0

31504) d = 23.04 | x1 = 0 | x2 = 0

31505) d = 23.04 | x1 = 0 | x2 = 0

31506) d = 23.04 | x1 = 0 | x2 = 0

31507) d = 23.04 | x1 = 0 | x2 = 0

31508) d = 23.04 | x1 = 0 | x2 = 0

31509) d = 23.04 | x1 = 0 | x2 = 0

31510) d = 24.01 | x1 = 0 | x2 = 0

31511) d = 24.01 | x1 = 0 | x2 = 0

31512) d = 24.01 | x1 = 0 | x2 = 0

31513) d = 24.01 | x1 = 0 | x2 = 0

31514) d = 24.01 | x1 = 0 | x2 = 0

31515) d = 24.01 | x1 = 0 | x2 = 0

31516) d = 24.01 | x1 = 0 | x2 = 0

31517) d = 24.01 | x1 = 0 | x2 = 0

31518) d = 24.01 | x1 = 0 | x2 = 0

31519) d = 24.01 | x1 = 0 | x2 = 0

31520) d = 24.01 | x1 = 0 | x2 = 0

31521) d = 24.01 | x1 = 0 | x2 = 0

31522) d = 24.01 | x1 = 0 | x2 = 0

31523) d = 24.01 | x1 = 0 | x2 = 0

31524) d = 24.01 | x1 = 0 | x2 = 0

31525) d = 24.01 | x1 = 0 | x2 = 0

31526) d = 24.01 | x1 = 0 | x2 = 0

31527) d = 24.01 | x1 = 0 | x2 = 0

31528) d = 24.01 | x1 = 0 | x2 = 0

31529) d = 24.01 | x1 = 0 | x2 = 0

31530) d = 24.01 | x1 = 0 | x2 = 0

31531) d = 24.01 | x1 = 0 | x2 = 0

31532) d = 24.01 | x1 = 0 | x2 = 0

31533) d = 24.01 | x1 = 0 | x2 = 0

31534) d = 24.01 | x1 = 0 | x2 = 0

31535) d = 24.01 | x1 = 0 | x2 = 0

31536) d = 24.01 | x1 = 0 | x2 = 0

31537) d = 24.01 | x1 = 0 | x2 = 0

31538) d = 24.01 | x1 = 0 | x2 = 0

31539) d = 24.01 | x1 = 0 | x2 = 0

31540) d = 24.01 | x1 = 0 | x2 = 0

31541) d = 24.01 | x1 = 0 | x2 = 0

31542) d = 24.01 | x1 = 0 | x2 = 0

31543) d = 24.01 | x1 = 0 | x2 = 0

31544) d = 24.01 | x1 = 0 | x2 = 0

31545) d = 24.01 | x1 = 0 | x2 = 0

31546) d = 24.01 | x1 = 0 | x2 = 0

31547) d = 24.01 | x1 = 0 | x2 = 0

31548) d = 24.01 | x1 = 0 | x2 = 0

31549) d = 24.01 | x1 = 0 | x2 = 0

31550) d = 24.01 | x1 = 0 | x2 = 0

31551) d = 24.01 | x1 = 0 | x2 = 0

31552) d = 24.01 | x1 = 0 | x2 = 0

31553) d = 24.01 | x1 = 0 | x2 = 0

31554) d = 24.01 | x1 = 0 | x2 = 0

31555) d = 24.01 | x1 = 0 | x2 = 0

31556) d = 24.01 | x1 = 0 | x2 = 0

31557) d = 24.01 | x1 = 0 | x2 = 0

31558) d = 24.01 | x1 = 0 | x2 = 0

31559) d = 24.01 | x1 = 0 | x2 = 0

31560) d = 24.01 | x1 = 0 | x2 = 0

31561) d = 24.01 | x1 = 0 | x2 = 0

31562) d = 24.01 | x1 = 0 | x2 = 0

31563) d = 24.01 | x1 = 0 | x2 = 0

31564) d = 24.01 | x1 = 0 | x2 = 0

31565) d = 24.01 | x1 = 0 | x2 = 0

31566) d = 24.01 | x1 = 0 | x2 = 0

31567) d = 24.01 | x1 = 0 | x2 = 0

31568) d = 24.01 | x1 = 0 | x2 = 0

31569) d = 24.01 | x1 = 0 | x2 = 0

31570) d = 24.01 | x1 = 0 | x2 = 0

31571) d = 24.01 | x1 = 0 | x2 = 0

31572) d = 24.01 | x1 = 0 | x2 = 0

31573) d = 24.01 | x1 = 0 | x2 = 0

31574) d = 24.01 | x1 = 0 | x2 = 0

31575) d = 24.01 | x1 = 0 | x2 = 0

31576) d = 24.01 | x1 = 0 | x2 = 0

31577) d = 24.01 | x1 = 0 | x2 = 0

31578) d = 24.01 | x1 = 0 | x2 = 0

31579) d = 24.01 | x1 = 0 | x2 = 0

31580) d = 24.01 | x1 = 0 | x2 = 0

31581) d = 24.01 | x1 = 0 | x2 = 0

31582) d = 24.01 | x1 = 0 | x2 = 0

31583) d = 24.01 | x1 = 0 | x2 = 0

31584) d = 24.01 | x1 = 0 | x2 = 0

31585) d = 24.01 | x1 = 0 | x2 = 0

31586) d = 24.01 | x1 = 0 | x2 = 0

31587) d = 24.01 | x1 = 0 | x2 = 0

31588) d = 24.01 | x1 = 0 | x2 = 0

31589) d = 24.01 | x1 = 0 | x2 = 0

31590) d = 24.01 | x1 = 0 | x2 = 0

31591) d = 24.01 | x1 = 0 | x2 = 0

31592) d = 24.01 | x1 = 0 | x2 = 0

31593) d = 24.01 | x1 = 0 | x2 = 0

31594) d = 24.01 | x1 = 0 | x2 = 0

31595) d = 24.01 | x1 = 0 | x2 = 0

31596) d = 24.01 | x1 = 0 | x2 = 0

31597) d = 24.01 | x1 = 0 | x2 = 0

31598) d = 24.01 | x1 = 0 | x2 = 0

31599) d = 24.01 | x1 = 0 | x2 = 0

31600) d = 24.01 | x1 = 0 | x2 = 0

31601) d = 24.01 | x1 = 0 | x2 = 0

31602) d = 24.01 | x1 = 0 | x2 = 0

31603) d = 24.01 | x1 = 0 | x2 = 0

31604) d = 24.01 | x1 = 0 | x2 = 0

31605) d = 24.01 | x1 = 0 | x2 = 0

31606) d = 24.01 | x1 = 0 | x2 = 0

31607) d = 24.01 | x1 = 0 | x2 = 0

31608) d = 24.01 | x1 = 0 | x2 = 0

31609) d = 24.01 | x1 = 0 | x2 = 0

31610) d = 24.01 | x1 = 0 | x2 = 0

31611) d = 24.01 | x1 = 0 | x2 = 0

31612) d = 24.01 | x1 = 0 | x2 = 0

31613) d = 24.01 | x1 = 0 | x2 = 0

31614) d = 24.01 | x1 = 0 | x2 = 0

31615) d = 24.01 | x1 = 0 | x2 = 0

31616) d = 24.01 | x1 = 0 | x2 = 0

31617) d = 24.01 | x1 = 0 | x2 = 0

31618) d = 24.01 | x1 = 0 | x2 = 0

31619) d = 24.01 | x1 = 0 | x2 = 0

31620) d = 24.01 | x1 = 0 | x2 = 0

31621) d = 24.01 | x1 = 0 | x2 = 0

31622) d = 24.01 | x1 = 0 | x2 = 0

31623) d = 24.01 | x1 = 0 | x2 = 0

31624) d = 24.01 | x1 = 0 | x2 = 0

31625) d = 24.01 | x1 = 0 | x2 = 0

31626) d = 24.01 | x1 = 0 | x2 = 0

31627) d = 24.01 | x1 = 0 | x2 = 0

31628) d = 24.01 | x1 = 0 | x2 = 0

31629) d = 24.01 | x1 = 0 | x2 = 0

31630) d = 24.01 | x1 = 0 | x2 = 0

31631) d = 24.01 | x1 = 0 | x2 = 0

31632) d = 24.01 | x1 = 0 | x2 = 0

31633) d = 24.01 | x1 = 0 | x2 = 0

31634) d = 24.01 | x1 = 0 | x2 = 0

31635) d = 24.01 | x1 = 0 | x2 = 0

31636) d = 24.01 | x1 = 0 | x2 = 0

31637) d = 24.01 | x1 = 0 | x2 = 0

31638) d = 24.01 | x1 = 0 | x2 = 0

31639) d = 24.01 | x1 = 0 | x2 = 0

31640) d = 24.01 | x1 = 0 | x2 = 0

31641) d = 24.01 | x1 = 0 | x2 = 0

31642) d = 24.01 | x1 = 0 | x2 = 0

31643) d = 24.01 | x1 = 0 | x2 = 0

31644) d = 24.01 | x1 = 0 | x2 = 0

31645) d = 24.01 | x1 = 0 | x2 = 0

31646) d = 24.01 | x1 = 0 | x2 = 0

31647) d = 24.01 | x1 = 0 | x2 = 0

31648) d = 24.01 | x1 = 0 | x2 = 0

31649) d = 24.01 | x1 = 0 | x2 = 0

31650) d = 24.01 | x1 = 0 | x2 = 0

31651) d = 24.01 | x1 = 0 | x2 = 0

31652) d = 24.01 | x1 = 0 | x2 = 0

31653) d = 24.01 | x1 = 0 | x2 = 0

31654) d = 24.01 | x1 = 0 | x2 = 0

31655) d = 24.01 | x1 = 0 | x2 = 0

31656) d = 24.01 | x1 = 0 | x2 = 0

31657) d = 24.01 | x1 = 0 | x2 = 0

31658) d = 24.01 | x1 = 0 | x2 = 0

31659) d = 24.01 | x1 = 0 | x2 = 0

31660) d = 24.01 | x1 = 0 | x2 = 0

31661) d = 24.01 | x1 = 0 | x2 = 0

31662) d = 24.01 | x1 = 0 | x2 = 0

31663) d = 24.01 | x1 = 0 | x2 = 0

31664) d = 24.01 | x1 = 0 | x2 = 0

31665) d = 24.01 | x1 = 0 | x2 = 0

31666) d = 24.01 | x1 = 0 | x2 = 0

31667) d = 24.01 | x1 = 0 | x2 = 0

31668) d = 24.01 | x1 = 0 | x2 = 0

31669) d = 24.01 | x1 = 0 | x2 = 0

31670) d = 24.01 | x1 = 0 | x2 = 0

31671) d = 24.01 | x1 = 0 | x2 = 0

31672) d = 24.01 | x1 = 0 | x2 = 0

31673) d = 24.01 | x1 = 0 | x2 = 0

31674) d = 24.01 | x1 = 0 | x2 = 0

31675) d = 24.01 | x1 = 0 | x2 = 0

31676) d = 24.01 | x1 = 0 | x2 = 0

31677) d = 24.01 | x1 = 0 | x2 = 0

31678) d = 24.01 | x1 = 0 | x2 = 0

31679) d = 24.01 | x1 = 0 | x2 = 0

31680) d = 24.01 | x1 = 0 | x2 = 0

31681) d = 24.01 | x1 = 0 | x2 = 0

31682) d = 24.01 | x1 = 0 | x2 = 0

31683) d = 24.01 | x1 = 0 | x2 = 0

31684) d = 24.01 | x1 = 0 | x2 = 0

31685) d = 24.01 | x1 = 0 | x2 = 0

31686) d = 24.01 | x1 = 0 | x2 = 0

31687) d = 24.01 | x1 = 0 | x2 = 0

31688) d = 24.01 | x1 = 0 | x2 = 0

31689) d = 24.01 | x1 = 0 | x2 = 0

31690) d = 24.01 | x1 = 0 | x2 = 0

31691) d = 25 | x1 = 0 | x2 = 0

31692) d = 25.0 | x1 = 0 | x2 = 0

31693) d = 25.0 | x1 = 0 | x2 = 0

31694) d = 25.0 | x1 = 0 | x2 = 0

31695) d = 25.0 | x1 = 0 | x2 = 0

31696) d = 25.0 | x1 = 0 | x2 = 0

31697) d = 25.0 | x1 = 0 | x2 = 0

31698) d = 25.0 | x1 = 0 | x2 = 0

31699) d = 25.0 | x1 = 0 | x2 = 0

31700) d = 25.0 | x1 = 0 | x2 = 0

31701) d = 25 | x1 = 0 | x2 = 0

31702) d = 25.0 | x1 = 0 | x2 = 0

31703) d = 25.0 | x1 = 0 | x2 = 0

31704) d = 25.0 | x1 = 0 | x2 = 0

31705) d = 25.0 | x1 = 0 | x2 = 0

31706) d = 25.0 | x1 = 0 | x2 = 0

31707) d = 25.0 | x1 = 0 | x2 = 0

31708) d = 25.0 | x1 = 0 | x2 = 0

31709) d = 25.0 | x1 = 0 | x2 = 0

31710) d = 25.0 | x1 = 0 | x2 = 0

31711) d = 25 | x1 = 0 | x2 = 0

31712) d = 25.0 | x1 = 0 | x2 = 0

31713) d = 25.0 | x1 = 0 | x2 = 0

31714) d = 25.0 | x1 = 0 | x2 = 0

31715) d = 25.0 | x1 = 0 | x2 = 0

31716) d = 25.0 | x1 = 0 | x2 = 0

31717) d = 25.0 | x1 = 0 | x2 = 0

31718) d = 25.0 | x1 = 0 | x2 = 0

31719) d = 25.0 | x1 = 0 | x2 = 0

31720) d = 25.0 | x1 = 0 | x2 = 0

31721) d = 25 | x1 = 0 | x2 = 0

31722) d = 25.0 | x1 = 0 | x2 = 0

31723) d = 25.0 | x1 = 0 | x2 = 0

31724) d = 25.0 | x1 = 0 | x2 = 0

31725) d = 25.0 | x1 = 0 | x2 = 0

31726) d = 25.0 | x1 = 0 | x2 = 0

31727) d = 25.0 | x1 = 0 | x2 = 0

31728) d = 25.0 | x1 = 0 | x2 = 0

31729) d = 25.0 | x1 = 0 | x2 = 0

31730) d = 25.0 | x1 = 0 | x2 = 0

31731) d = 25 | x1 = 0 | x2 = 0

31732) d = 25.0 | x1 = 0 | x2 = 0

31733) d = 25.0 | x1 = 0 | x2 = 0

31734) d = 25.0 | x1 = 0 | x2 = 0

31735) d = 25.0 | x1 = 0 | x2 = 0

31736) d = 25.0 | x1 = 0 | x2 = 0

31737) d = 25.0 | x1 = 0 | x2 = 0

31738) d = 25.0 | x1 = 0 | x2 = 0

31739) d = 25.0 | x1 = 0 | x2 = 0

31740) d = 25.0 | x1 = 0 | x2 = 0

31741) d = 25 | x1 = 0 | x2 = 0

31742) d = 25.0 | x1 = 0 | x2 = 0

31743) d = 25.0 | x1 = 0 | x2 = 0

31744) d = 25.0 | x1 = 0 | x2 = 0

31745) d = 25.0 | x1 = 0 | x2 = 0

31746) d = 25.0 | x1 = 0 | x2 = 0

31747) d = 25.0 | x1 = 0 | x2 = 0

31748) d = 25.0 | x1 = 0 | x2 = 0

31749) d = 25.0 | x1 = 0 | x2 = 0

31750) d = 25.0 | x1 = 0 | x2 = 0

31751) d = 25 | x1 = 0 | x2 = 0

31752) d = 25.0 | x1 = 0 | x2 = 0

31753) d = 25.0 | x1 = 0 | x2 = 0

31754) d = 25.0 | x1 = 0 | x2 = 0

31755) d = 25.0 | x1 = 0 | x2 = 0

31756) d = 25.0 | x1 = 0 | x2 = 0

31757) d = 25.0 | x1 = 0 | x2 = 0

31758) d = 25.0 | x1 = 0 | x2 = 0

31759) d = 25.0 | x1 = 0 | x2 = 0

31760) d = 25.0 | x1 = 0 | x2 = 0

31761) d = 25 | x1 = 0 | x2 = 0

31762) d = 25.0 | x1 = 0 | x2 = 0

31763) d = 25.0 | x1 = 0 | x2 = 0

31764) d = 25.0 | x1 = 0 | x2 = 0

31765) d = 25.0 | x1 = 0 | x2 = 0

31766) d = 25.0 | x1 = 0 | x2 = 0

31767) d = 25.0 | x1 = 0 | x2 = 0

31768) d = 25.0 | x1 = 0 | x2 = 0

31769) d = 25.0 | x1 = 0 | x2 = 0

31770) d = 25.0 | x1 = 0 | x2 = 0

31771) d = 25 | x1 = 0 | x2 = 0

31772) d = 25.0 | x1 = 0 | x2 = 0

31773) d = 25.0 | x1 = 0 | x2 = 0

31774) d = 25.0 | x1 = 0 | x2 = 0

31775) d = 25.0 | x1 = 0 | x2 = 0

31776) d = 25.0 | x1 = 0 | x2 = 0

31777) d = 25.0 | x1 = 0 | x2 = 0

31778) d = 25.0 | x1 = 0 | x2 = 0

31779) d = 25.0 | x1 = 0 | x2 = 0

31780) d = 25.0 | x1 = 0 | x2 = 0

31781) d = 25 | x1 = 0 | x2 = 0

31782) d = 25.0 | x1 = 0 | x2 = 0

31783) d = 25.0 | x1 = 0 | x2 = 0

31784) d = 25.0 | x1 = 0 | x2 = 0

31785) d = 25.0 | x1 = 0 | x2 = 0

31786) d = 25.0 | x1 = 0 | x2 = 0

31787) d = 25.0 | x1 = 0 | x2 = 0

31788) d = 25.0 | x1 = 0 | x2 = 0

31789) d = 25.0 | x1 = 0 | x2 = 0

31790) d = 25.0 | x1 = 0 | x2 = 0

31791) d = 25 | x1 = 0 | x2 = 0

31792) d = 25.0 | x1 = 0 | x2 = 0

31793) d = 25.0 | x1 = 0 | x2 = 0

31794) d = 25.0 | x1 = 0 | x2 = 0

31795) d = 25.0 | x1 = 0 | x2 = 0

31796) d = 25.0 | x1 = 0 | x2 = 0

31797) d = 25.0 | x1 = 0 | x2 = 0

31798) d = 25.0 | x1 = 0 | x2 = 0

31799) d = 25.0 | x1 = 0 | x2 = 0

31800) d = 25.0 | x1 = 0 | x2 = 0

31801) d = 25 | x1 = 0 | x2 = 0

31802) d = 25.0 | x1 = 0 | x2 = 0

31803) d = 25.0 | x1 = 0 | x2 = 0

31804) d = 25.0 | x1 = 0 | x2 = 0

31805) d = 25.0 | x1 = 0 | x2 = 0

31806) d = 25.0 | x1 = 0 | x2 = 0

31807) d = 25.0 | x1 = 0 | x2 = 0

31808) d = 25.0 | x1 = 0 | x2 = 0

31809) d = 25.0 | x1 = 0 | x2 = 0

31810) d = 25.0 | x1 = 0 | x2 = 0

31811) d = 25 | x1 = 0 | x2 = 0

31812) d = 25.0 | x1 = 0 | x2 = 0

31813) d = 25.0 | x1 = 0 | x2 = 0

31814) d = 25.0 | x1 = 0 | x2 = 0

31815) d = 25.0 | x1 = 0 | x2 = 0

31816) d = 25.0 | x1 = 0 | x2 = 0

31817) d = 25.0 | x1 = 0 | x2 = 0

31818) d = 25.0 | x1 = 0 | x2 = 0

31819) d = 25.0 | x1 = 0 | x2 = 0

31820) d = 25.0 | x1 = 0 | x2 = 0

31821) d = 25 | x1 = 0 | x2 = 0

31822) d = 25.0 | x1 = 0 | x2 = 0

31823) d = 25.0 | x1 = 0 | x2 = 0

31824) d = 25.0 | x1 = 0 | x2 = 0

31825) d = 25.0 | x1 = 0 | x2 = 0

31826) d = 25.0 | x1 = 0 | x2 = 0

31827) d = 25.0 | x1 = 0 | x2 = 0

31828) d = 25.0 | x1 = 0 | x2 = 0

31829) d = 25.0 | x1 = 0 | x2 = 0

31830) d = 25.0 | x1 = 0 | x2 = 0

31831) d = 25 | x1 = 0 | x2 = 0

31832) d = 25.0 | x1 = 0 | x2 = 0

31833) d = 25.0 | x1 = 0 | x2 = 0

31834) d = 25.0 | x1 = 0 | x2 = 0

31835) d = 25.0 | x1 = 0 | x2 = 0

31836) d = 25.0 | x1 = 0 | x2 = 0

31837) d = 25.0 | x1 = 0 | x2 = 0

31838) d = 25.0 | x1 = 0 | x2 = 0

31839) d = 25.0 | x1 = 0 | x2 = 0

31840) d = 25.0 | x1 = 0 | x2 = 0

31841) d = 25 | x1 = 0 | x2 = 0

31842) d = 25.0 | x1 = 0 | x2 = 0

31843) d = 25.0 | x1 = 0 | x2 = 0

31844) d = 25.0 | x1 = 0 | x2 = 0

31845) d = 25.0 | x1 = 0 | x2 = 0

31846) d = 25.0 | x1 = 0 | x2 = 0

31847) d = 25.0 | x1 = 0 | x2 = 0

31848) d = 25.0 | x1 = 0 | x2 = 0

31849) d = 25.0 | x1 = 0 | x2 = 0

31850) d = 25.0 | x1 = 0 | x2 = 0

31851) d = 25 | x1 = 0 | x2 = 0

31852) d = 25.0 | x1 = 0 | x2 = 0

31853) d = 25.0 | x1 = 0 | x2 = 0

31854) d = 25.0 | x1 = 0 | x2 = 0

31855) d = 25.0 | x1 = 0 | x2 = 0

31856) d = 25.0 | x1 = 0 | x2 = 0

31857) d = 25.0 | x1 = 0 | x2 = 0

31858) d = 25.0 | x1 = 0 | x2 = 0

31859) d = 25.0 | x1 = 0 | x2 = 0

31860) d = 25.0 | x1 = 0 | x2 = 0

31861) d = 25 | x1 = 0 | x2 = 0

31862) d = 25.0 | x1 = 0 | x2 = 0

31863) d = 25.0 | x1 = 0 | x2 = 0

31864) d = 25.0 | x1 = 0 | x2 = 0

31865) d = 25.0 | x1 = 0 | x2 = 0

31866) d = 25.0 | x1 = 0 | x2 = 0

31867) d = 25.0 | x1 = 0 | x2 = 0

31868) d = 25.0 | x1 = 0 | x2 = 0

31869) d = 25.0 | x1 = 0 | x2 = 0

31870) d = 25.0 | x1 = 0 | x2 = 0

31871) d = 25 | x1 = 0 | x2 = 0

31872) d = 26.01 | x1 = 0 | x2 = 0

31873) d = 26.01 | x1 = 0 | x2 = 0

31874) d = 26.01 | x1 = 0 | x2 = 0

31875) d = 26.01 | x1 = 0 | x2 = 0

31876) d = 26.01 | x1 = 0 | x2 = 0

31877) d = 26.01 | x1 = 0 | x2 = 0

31878) d = 26.01 | x1 = 0 | x2 = 0

31879) d = 26.01 | x1 = 0 | x2 = 0

31880) d = 26.01 | x1 = 0 | x2 = 0

31881) d = 26.01 | x1 = 0 | x2 = 0

31882) d = 26.01 | x1 = 0 | x2 = 0

31883) d = 26.01 | x1 = 0 | x2 = 0

31884) d = 26.01 | x1 = 0 | x2 = 0

31885) d = 26.01 | x1 = 0 | x2 = 0

31886) d = 26.01 | x1 = 0 | x2 = 0

31887) d = 26.01 | x1 = 0 | x2 = 0

31888) d = 26.01 | x1 = 0 | x2 = 0

31889) d = 26.01 | x1 = 0 | x2 = 0

31890) d = 26.01 | x1 = 0 | x2 = 0

31891) d = 26.01 | x1 = 0 | x2 = 0

31892) d = 26.01 | x1 = 0 | x2 = 0

31893) d = 26.01 | x1 = 0 | x2 = 0

31894) d = 26.01 | x1 = 0 | x2 = 0

31895) d = 26.01 | x1 = 0 | x2 = 0

31896) d = 26.01 | x1 = 0 | x2 = 0

31897) d = 26.01 | x1 = 0 | x2 = 0

31898) d = 26.01 | x1 = 0 | x2 = 0

31899) d = 26.01 | x1 = 0 | x2 = 0

31900) d = 26.01 | x1 = 0 | x2 = 0

31901) d = 26.01 | x1 = 0 | x2 = 0

31902) d = 26.01 | x1 = 0 | x2 = 0

31903) d = 26.01 | x1 = 0 | x2 = 0

31904) d = 26.01 | x1 = 0 | x2 = 0

31905) d = 26.01 | x1 = 0 | x2 = 0

31906) d = 26.01 | x1 = 0 | x2 = 0

31907) d = 26.01 | x1 = 0 | x2 = 0

31908) d = 26.01 | x1 = 0 | x2 = 0

31909) d = 26.01 | x1 = 0 | x2 = 0

31910) d = 26.01 | x1 = 0 | x2 = 0

31911) d = 26.01 | x1 = 0 | x2 = 0

31912) d = 26.01 | x1 = 0 | x2 = 0

31913) d = 26.01 | x1 = 0 | x2 = 0

31914) d = 26.01 | x1 = 0 | x2 = 0

31915) d = 26.01 | x1 = 0 | x2 = 0

31916) d = 26.01 | x1 = 0 | x2 = 0

31917) d = 26.01 | x1 = 0 | x2 = 0

31918) d = 26.01 | x1 = 0 | x2 = 0

31919) d = 26.01 | x1 = 0 | x2 = 0

31920) d = 26.01 | x1 = 0 | x2 = 0

31921) d = 26.01 | x1 = 0 | x2 = 0

31922) d = 26.01 | x1 = 0 | x2 = 0

31923) d = 26.01 | x1 = 0 | x2 = 0

31924) d = 26.01 | x1 = 0 | x2 = 0

31925) d = 26.01 | x1 = 0 | x2 = 0

31926) d = 26.01 | x1 = 0 | x2 = 0

31927) d = 26.01 | x1 = 0 | x2 = 0

31928) d = 26.01 | x1 = 0 | x2 = 0

31929) d = 26.01 | x1 = 0 | x2 = 0

31930) d = 26.01 | x1 = 0 | x2 = 0

31931) d = 26.01 | x1 = 0 | x2 = 0

31932) d = 26.01 | x1 = 0 | x2 = 0

31933) d = 26.01 | x1 = 0 | x2 = 0

31934) d = 26.01 | x1 = 0 | x2 = 0

31935) d = 26.01 | x1 = 0 | x2 = 0

31936) d = 26.01 | x1 = 0 | x2 = 0

31937) d = 26.01 | x1 = 0 | x2 = 0

31938) d = 26.01 | x1 = 0 | x2 = 0

31939) d = 26.01 | x1 = 0 | x2 = 0

31940) d = 26.01 | x1 = 0 | x2 = 0

31941) d = 26.01 | x1 = 0 | x2 = 0

31942) d = 26.01 | x1 = 0 | x2 = 0

31943) d = 26.01 | x1 = 0 | x2 = 0

31944) d = 26.01 | x1 = 0 | x2 = 0

31945) d = 26.01 | x1 = 0 | x2 = 0

31946) d = 26.01 | x1 = 0 | x2 = 0

31947) d = 26.01 | x1 = 0 | x2 = 0

31948) d = 26.01 | x1 = 0 | x2 = 0

31949) d = 26.01 | x1 = 0 | x2 = 0

31950) d = 26.01 | x1 = 0 | x2 = 0

31951) d = 26.01 | x1 = 0 | x2 = 0

31952) d = 26.01 | x1 = 0 | x2 = 0

31953) d = 26.01 | x1 = 0 | x2 = 0

31954) d = 26.01 | x1 = 0 | x2 = 0

31955) d = 26.01 | x1 = 0 | x2 = 0

31956) d = 26.01 | x1 = 0 | x2 = 0

31957) d = 26.01 | x1 = 0 | x2 = 0

31958) d = 26.01 | x1 = 0 | x2 = 0

31959) d = 26.01 | x1 = 0 | x2 = 0

31960) d = 26.01 | x1 = 0 | x2 = 0

31961) d = 26.01 | x1 = 0 | x2 = 0

31962) d = 26.01 | x1 = 0 | x2 = 0

31963) d = 26.01 | x1 = 0 | x2 = 0

31964) d = 26.01 | x1 = 0 | x2 = 0

31965) d = 26.01 | x1 = 0 | x2 = 0

31966) d = 26.01 | x1 = 0 | x2 = 0

31967) d = 26.01 | x1 = 0 | x2 = 0

31968) d = 26.01 | x1 = 0 | x2 = 0

31969) d = 26.01 | x1 = 0 | x2 = 0

31970) d = 26.01 | x1 = 0 | x2 = 0

31971) d = 26.01 | x1 = 0 | x2 = 0

31972) d = 26.01 | x1 = 0 | x2 = 0

31973) d = 26.01 | x1 = 0 | x2 = 0

31974) d = 26.01 | x1 = 0 | x2 = 0

31975) d = 26.01 | x1 = 0 | x2 = 0

31976) d = 26.01 | x1 = 0 | x2 = 0

31977) d = 26.01 | x1 = 0 | x2 = 0

31978) d = 26.01 | x1 = 0 | x2 = 0

31979) d = 26.01 | x1 = 0 | x2 = 0

31980) d = 26.01 | x1 = 0 | x2 = 0

31981) d = 26.01 | x1 = 0 | x2 = 0

31982) d = 26.01 | x1 = 0 | x2 = 0

31983) d = 26.01 | x1 = 0 | x2 = 0

31984) d = 26.01 | x1 = 0 | x2 = 0

31985) d = 26.01 | x1 = 0 | x2 = 0

31986) d = 26.01 | x1 = 0 | x2 = 0

31987) d = 26.01 | x1 = 0 | x2 = 0

31988) d = 26.01 | x1 = 0 | x2 = 0

31989) d = 26.01 | x1 = 0 | x2 = 0

31990) d = 26.01 | x1 = 0 | x2 = 0

31991) d = 26.01 | x1 = 0 | x2 = 0

31992) d = 26.01 | x1 = 0 | x2 = 0

31993) d = 26.01 | x1 = 0 | x2 = 0

31994) d = 26.01 | x1 = 0 | x2 = 0

31995) d = 26.01 | x1 = 0 | x2 = 0

31996) d = 26.01 | x1 = 0 | x2 = 0

31997) d = 26.01 | x1 = 0 | x2 = 0

31998) d = 26.01 | x1 = 0 | x2 = 0

31999) d = 26.01 | x1 = 0 | x2 = 0

32000) d = 26.01 | x1 = 0 | x2 = 0

32001) d = 26.01 | x1 = 0 | x2 = 0

32002) d = 26.01 | x1 = 0 | x2 = 0

32003) d = 26.01 | x1 = 0 | x2 = 0

32004) d = 26.01 | x1 = 0 | x2 = 0

32005) d = 26.01 | x1 = 0 | x2 = 0

32006) d = 26.01 | x1 = 0 | x2 = 0

32007) d = 26.01 | x1 = 0 | x2 = 0

32008) d = 26.01 | x1 = 0 | x2 = 0

32009) d = 26.01 | x1 = 0 | x2 = 0

32010) d = 26.01 | x1 = 0 | x2 = 0

32011) d = 26.01 | x1 = 0 | x2 = 0

32012) d = 26.01 | x1 = 0 | x2 = 0

32013) d = 26.01 | x1 = 0 | x2 = 0

32014) d = 26.01 | x1 = 0 | x2 = 0

32015) d = 26.01 | x1 = 0 | x2 = 0

32016) d = 26.01 | x1 = 0 | x2 = 0

32017) d = 26.01 | x1 = 0 | x2 = 0

32018) d = 26.01 | x1 = 0 | x2 = 0
