1) d = 81 | x1 = -1.0 | x2 = 0

9589) d = 4.41 | x1 = 0 | x2 = -1.05

9590) d = 1.21 | x1 = -0.25 | x2 = -0.8

9591) d = 60.84 | x1 = 1.4 | x2 = -2.5

9592) d = 38.44 | x1 = 1.0 | x2 = -2.1

9593) d = 17.64 | x1 = 0.5 | x2 = -1.6

9594) d = 4.84 | x1 = 0 | x2 = -1.1

9595) d = 53.29 | x1 = 1.25 | x2 = -2.4

9596) d = 39.69 | x1 = 1.0 | x2 = -2.15

9597) d = 10.89 | x1 = 0.25 | x2 = -1.4

9598) d = 5.29 | x1 = 0 | x2 = -1.15

9599) d = 70.56 | x1 = 1.5 | x2 = -2.7

9600) d = 40.96 | x1 = 1.0 | x2 = -2.2

9601) d = 5.76 | x1 = 0 | x2 = -1.2

9602) d = 42.25 | x1 = 1.0 | x2 = -2.25

9603) d = 30.25 | x1 = 0.75 | x2 = -2.0

9604) d = 6.25 | x1 = 0 | x2 = -1.25

9605) d = 2.25 | x1 = -0.25 | x2 = -1.0

9606) d = 73.96 | x1 = 1.5 | x2 = -2.8

9607) d = 6.76 | x1 = 0 | x2 = -1.3

9608) d = 59.29 | x1 = 1.25 | x2 = -2.6

9609) d = 44.89 | x1 = 1.0 | x2 = -2.35

9610) d = 13.69 | x1 = 0.25 | x2 = -1.6

9611) d = 7.29 | x1 = 0 | x2 = -1.35

9612) d = 51.84 | x1 = 1.1 | x2 = -2.5

9613) d = 46.24 | x1 = 1.0 | x2 = -2.4

9614) d = 23.04 | x1 = 0.5 | x2 = -1.9

9615) d = 7.84 | x1 = 0 | x2 = -1.4

9616) d = 47.61 | x1 = 1.0 | x2 = -2.45

9617) d = 8.41 | x1 = 0 | x2 = -1.45

9618) d = 81 | x1 = 1.5 | x2 = -3.0

9619) d = 49 | x1 = 1.0 | x2 = -2.5

9620) d = 25 | x1 = 0.5 | x2 = -2.0

9621) d = 9 | x1 = 0 | x2 = -1.5

9622) d = 1 | x1 = -0.5 | x2 = -1.0

9623) d = 65.61 | x1 = 1.25 | x2 = -2.8

9624) d = 9.61 | x1 = 0 | x2 = -1.55

9625) d = 51.84 | x1 = 1.0 | x2 = -2.6

9626) d = 27.04 | x1 = 0.5 | x2 = -2.1

9627) d = 10.24 | x1 = 0 | x2 = -1.6

9628) d = 53.29 | x1 = 1.0 | x2 = -2.65

9629) d = 39.69 | x1 = 0.75 | x2 = -2.4

9630) d = 10.89 | x1 = 0 | x2 = -1.65

9631) d = 5.29 | x1 = -0.25 | x2 = -1.4

9632) d = 54.76 | x1 = 1.0 | x2 = -2.7

9633) d = 11.56 | x1 = 0 | x2 = -1.7

9634) d = 72.25 | x1 = 1.25 | x2 = -3.0

9635) d = 56.25 | x1 = 1.0 | x2 = -2.75

9636) d = 20.25 | x1 = 0.25 | x2 = -2.0

9637) d = 12.25 | x1 = 0 | x2 = -1.75

9638) d = 0.25 | x1 = -0.75 | x2 = -1.0

9639) d = 12.96 | x1 = 0 | x2 = -1.8

9640) d = 2.56 | x1 = -0.5 | x2 = -1.3

9641) d = 59.29 | x1 = 1.0 | x2 = -2.85

9642) d = 44.89 | x1 = 0.75 | x2 = -2.6

9643) d = 13.69 | x1 = 0 | x2 = -1.85

9644) d = 7.29 | x1 = -0.25 | x2 = -1.6

9645) d = 60.84 | x1 = 1.0 | x2 = -2.9

9646) d = 33.64 | x1 = 0.5 | x2 = -2.4

9647) d = 14.44 | x1 = 0 | x2 = -1.9

9648) d = 79.21 | x1 = 1.25 | x2 = -3.2

9649) d = 62.41 | x1 = 1.0 | x2 = -2.95

9650) d = 15.21 | x1 = 0 | x2 = -1.95

9651) d = 64 | x1 = 1.0 | x2 = -3.0

9652) d = 36.0 | x1 = 0.5 | x2 = -2.5

9653) d = 16 | x1 = 0 | x2 = -2.0

9654) d = 4.0 | x1 = -0.5 | x2 = -1.5

9655) d = 0 | x1 = -1.0 | x2 = -1.0

9656) d = 65.61 | x1 = 1.0 | x2 = -3.05

9657) d = 50.41 | x1 = 0.75 | x2 = -2.8

9658) d = 16.81 | x1 = 0 | x2 = -2.05

9659) d = 38.44 | x1 = 0.5 | x2 = -2.6

9660) d = 17.64 | x1 = 0 | x2 = -2.1

9661) d = 4.84 | x1 = -0.5 | x2 = -1.6

9662) d = 28.09 | x1 = 0.25 | x2 = -2.4

9663) d = 18.49 | x1 = 0 | x2 = -2.15

9664) d = 70.56 | x1 = 1.0 | x2 = -3.2

9665) d = 40.96 | x1 = 0.5 | x2 = -2.7

9666) d = 19.36 | x1 = 0 | x2 = -2.2

9667) d = 72.25 | x1 = 1.0 | x2 = -3.25

9668) d = 56.25 | x1 = 0.75 | x2 = -3.0

9669) d = 20.25 | x1 = 0 | x2 = -2.25

9670) d = 12.25 | x1 = -0.25 | x2 = -2.0

9671) d = 0.25 | x1 = -1.0 | x2 = -1.25

9672) d = 73.96 | x1 = 1.0 | x2 = -3.3

9673) d = 43.56 | x1 = 0.5 | x2 = -2.8

9674) d = 21.16 | x1 = 0 | x2 = -2.3

9675) d = 32.49 | x1 = 0.25 | x2 = -2.6

9676) d = 22.09 | x1 = 0 | x2 = -2.35

9677) d = 46.24 | x1 = 0.5 | x2 = -2.9

9678) d = 23.04 | x1 = 0 | x2 = -2.4

9679) d = 7.84 | x1 = -0.5 | x2 = -1.9

9680) d = 79.21 | x1 = 1.0 | x2 = -3.45

9681) d = 62.41 | x1 = 0.75 | x2 = -3.2

9682) d = 24.01 | x1 = 0 | x2 = -2.45

9683) d = 81 | x1 = 1.0 | x2 = -3.5

9684) d = 49 | x1 = 0.5 | x2 = -3.0

9685) d = 25 | x1 = 0 | x2 = -2.5

9686) d = 9 | x1 = -0.5 | x2 = -2.0

9687) d = 1 | x1 = -1.0 | x2 = -1.5

9688) d = 82.81 | x1 = 1.0 | x2 = -3.55

9689) d = 37.21 | x1 = 0.25 | x2 = -2.8

9690) d = 26.01 | x1 = 0 | x2 = -2.55

9691) d = 51.84 | x1 = 0.5 | x2 = -3.1

9692) d = 27.04 | x1 = 0 | x2 = -2.6

9693) d = 10.24 | x1 = -0.5 | x2 = -2.1

9694) d = 28.09 | x1 = 0 | x2 = -2.65

9695) d = 18.49 | x1 = -0.25 | x2 = -2.4

9696) d = 88.36 | x1 = 1.0 | x2 = -3.7

9697) d = 54.76 | x1 = 0.5 | x2 = -3.2

9698) d = 29.16 | x1 = 0 | x2 = -2.7

9699) d = 90.25 | x1 = 1.0 | x2 = -3.75

9700) d = 42.25 | x1 = 0.25 | x2 = -3.0

9701) d = 30.25 | x1 = 0 | x2 = -2.75

9702) d = 6.25 | x1 = -0.75 | x2 = -2.0

9703) d = 2.25 | x1 = -1.0 | x2 = -1.75

9704) d = 92.16 | x1 = 1.0 | x2 = -3.8

9705) d = 57.76 | x1 = 0.5 | x2 = -3.3

9706) d = 31.36 | x1 = 0 | x2 = -2.8

9707) d = 32.49 | x1 = 0 | x2 = -2.85

9708) d = 22.09 | x1 = -0.25 | x2 = -2.6

9709) d = 60.84 | x1 = 0.5 | x2 = -3.4

9710) d = 33.64 | x1 = 0 | x2 = -2.9

9711) d = 98.01 | x1 = 1.0 | x2 = -3.95

9712) d = 47.61 | x1 = 0.25 | x2 = -3.2

9713) d = 34.81 | x1 = 0 | x2 = -2.95

9714) d = 100 | x1 = 1.0 | x2 = -4.0

9715) d = 64.0 | x1 = 0.5 | x2 = -3.5

9716) d = 36 | x1 = 0 | x2 = -3.0

9717) d = 16.0 | x1 = -0.5 | x2 = -2.5

9718) d = 4 | x1 = -1.0 | x2 = -2.0

9719) d = 0.0 | x1 = -1.5 | x2 = -1.5

9720) d = 102.01 | x1 = 1.0 | x2 = -4.05

9721) d = 82.81 | x1 = 0.75 | x2 = -3.8

9722) d = 37.21 | x1 = 0 | x2 = -3.05

9723) d = 26.01 | x1 = -0.25 | x2 = -2.8

9724) d = 38.44 | x1 = 0 | x2 = -3.1

9725) d = 17.64 | x1 = -0.5 | x2 = -2.6

9726) d = 53.29 | x1 = 0.25 | x2 = -3.4

9727) d = 39.69 | x1 = 0 | x2 = -3.15

9728) d = 5.29 | x1 = -1.0 | x2 = -2.15

9729) d = 108.16 | x1 = 1.0 | x2 = -4.2

9730) d = 70.56 | x1 = 0.5 | x2 = -3.7

9731) d = 40.96 | x1 = 0 | x2 = -3.2

9732) d = 19.36 | x1 = -0.5 | x2 = -2.7

9733) d = 110.25 | x1 = 1.0 | x2 = -4.25

9734) d = 90.25 | x1 = 0.75 | x2 = -4.0

9735) d = 42.25 | x1 = 0 | x2 = -3.25

9736) d = 30.25 | x1 = -0.25 | x2 = -3.0

9737) d = 6.25 | x1 = -1.0 | x2 = -2.25

9738) d = 2.25 | x1 = -1.25 | x2 = -2.0

9739) d = 112.36 | x1 = 1.0 | x2 = -4.3

9740) d = 73.96 | x1 = 0.5 | x2 = -3.8

9741) d = 43.56 | x1 = 0 | x2 = -3.3

9742) d = 21.16 | x1 = -0.5 | x2 = -2.8

9743) d = 59.29 | x1 = 0.25 | x2 = -3.6

9744) d = 44.89 | x1 = 0 | x2 = -3.35

9745) d = 13.69 | x1 = -0.75 | x2 = -2.6

9746) d = 46.24 | x1 = 0 | x2 = -3.4

9747) d = 23.04 | x1 = -0.5 | x2 = -2.9

9748) d = 118.81 | x1 = 1.0 | x2 = -4.45

9749) d = 98.01 | x1 = 0.75 | x2 = -4.2

9750) d = 47.61 | x1 = 0 | x2 = -3.45

9751) d = 34.81 | x1 = -0.25 | x2 = -3.2

9752) d = 121 | x1 = 1.0 | x2 = -4.5

9753) d = 81 | x1 = 0.5 | x2 = -4.0

9754) d = 49 | x1 = 0 | x2 = -3.5

9755) d = 25 | x1 = -0.5 | x2 = -3.0

9756) d = 9 | x1 = -1.0 | x2 = -2.5

9757) d = 1 | x1 = -1.5 | x2 = -2.0

9758) d = 65.61 | x1 = 0.25 | x2 = -3.8

9759) d = 50.41 | x1 = 0 | x2 = -3.55

9760) d = 16.81 | x1 = -0.75 | x2 = -2.8

9761) d = 51.84 | x1 = 0 | x2 = -3.6

9762) d = 27.04 | x1 = -0.5 | x2 = -3.1

9763) d = 10.24 | x1 = -1.0 | x2 = -2.6

9764) d = 53.29 | x1 = 0 | x2 = -3.65

9765) d = 39.69 | x1 = -0.25 | x2 = -3.4

9766) d = 5.29 | x1 = -1.25 | x2 = -2.4

9767) d = 88.36 | x1 = 0.5 | x2 = -4.2

9768) d = 54.76 | x1 = 0 | x2 = -3.7

9769) d = 29.16 | x1 = -0.5 | x2 = -3.2

9770) d = 72.25 | x1 = 0.25 | x2 = -4.0

9771) d = 56.25 | x1 = 0 | x2 = -3.75

9772) d = 20.25 | x1 = -0.75 | x2 = -3.0

9773) d = 12.25 | x1 = -1.0 | x2 = -2.75

9774) d = 0.25 | x1 = -1.75 | x2 = -2.0

9775) d = 92.16 | x1 = 0.5 | x2 = -4.3

9776) d = 57.76 | x1 = 0 | x2 = -3.8

9777) d = 31.36 | x1 = -0.5 | x2 = -3.3

9778) d = 59.29 | x1 = 0 | x2 = -3.85

9779) d = 44.89 | x1 = -0.25 | x2 = -3.6

9780) d = 60.84 | x1 = 0 | x2 = -3.9

9781) d = 33.64 | x1 = -0.5 | x2 = -3.4

9782) d = 14.44 | x1 = -1.0 | x2 = -2.9

9783) d = 79.21 | x1 = 0.25 | x2 = -4.2

9784) d = 62.41 | x1 = 0 | x2 = -3.95

9785) d = 24.01 | x1 = -0.75 | x2 = -3.2

9786) d = 15.21 | x1 = -1.0 | x2 = -2.95

9787) d = 100.0 | x1 = 0.5 | x2 = -4.5

9788) d = 64 | x1 = 0 | x2 = -4.0

9789) d = 36.0 | x1 = -0.5 | x2 = -3.5

9790) d = 16 | x1 = -1.0 | x2 = -3.0

9791) d = 4.0 | x1 = -1.5 | x2 = -2.5

9792) d = 0 | x1 = -2.0 | x2 = -2.0

9793) d = 123.21 | x1 = 0.75 | x2 = -4.8

9794) d = 65.61 | x1 = 0 | x2 = -4.05

9795) d = 50.41 | x1 = -0.25 | x2 = -3.8

9796) d = 9.61 | x1 = -1.25 | x2 = -2.8

9797) d = 104.04 | x1 = 0.5 | x2 = -4.6

9798) d = 67.24 | x1 = 0 | x2 = -4.1

9799) d = 86.49 | x1 = 0.25 | x2 = -4.4

9800) d = 68.89 | x1 = 0 | x2 = -4.15

9801) d = 108.16 | x1 = 0.5 | x2 = -4.7

9802) d = 70.56 | x1 = 0 | x2 = -4.2

9803) d = 40.96 | x1 = -0.5 | x2 = -3.7

9804) d = 19.36 | x1 = -1.0 | x2 = -3.2

9805) d = 132.25 | x1 = 0.75 | x2 = -5.0

9806) d = 72.25 | x1 = 0 | x2 = -4.25

9807) d = 56.25 | x1 = -0.25 | x2 = -4.0

9808) d = 20.25 | x1 = -1.0 | x2 = -3.25

9809) d = 12.25 | x1 = -1.25 | x2 = -3.0

9810) d = 0.25 | x1 = -2.0 | x2 = -2.25

9811) d = 112.36 | x1 = 0.5 | x2 = -4.8

9812) d = 73.96 | x1 = 0 | x2 = -4.3

9813) d = 43.56 | x1 = -0.5 | x2 = -3.8

9814) d = 21.16 | x1 = -1.0 | x2 = -3.3

9815) d = 94.09 | x1 = 0.25 | x2 = -4.6

9816) d = 75.69 | x1 = 0 | x2 = -4.35

9817) d = 116.64 | x1 = 0.5 | x2 = -4.9

9818) d = 77.44 | x1 = 0 | x2 = -4.4

9819) d = 141.61 | x1 = 0.75 | x2 = -5.2

9820) d = 79.21 | x1 = 0 | x2 = -4.45

9821) d = 62.41 | x1 = -0.25 | x2 = -4.2

9822) d = 24.01 | x1 = -1.0 | x2 = -3.45

9823) d = 121 | x1 = 0.5 | x2 = -5.0

9824) d = 81 | x1 = 0 | x2 = -4.5

9825) d = 49 | x1 = -0.5 | x2 = -4.0

9826) d = 25 | x1 = -1.0 | x2 = -3.5

9827) d = 9 | x1 = -1.5 | x2 = -3.0

9828) d = 70.56 | x1 = 4.0 | x2 = 0

9829) d = 17.64 | x1 = 3.0 | x2 = 1.0

9830) d = 0.0 | x1 = 2.0 | x2 = 2.0

9831) d = 110.25 | x1 = 4.0 | x2 = -1.0

9832) d = 39.69 | x1 = 3.0 | x2 = 0

9833) d = 70.56 | x1 = 3.0 | x2 = -1.0

9834) d = 17.64 | x1 = 2.0 | x2 = 0

9835) d = 0.0 | x1 = 1.0 | x2 = 1.0

9836) d = 4.41 | x1 = 1.0 | x2 = 0

9837) d = 70.56 | x1 = 2.0 | x2 = -2.0

9838) d = 17.64 | x1 = 1.0 | x2 = -1.0

9839) d = 0.0 | x1 = 0 | x2 = 0

9840) d = 4.41 | x1 = 0 | x2 = -1.0

9841) d = 70.56 | x1 = 1.0 | x2 = -3.0

9842) d = 17.64 | x1 = 0 | x2 = -2.0

9843) d = 0.0 | x1 = -1.0 | x2 = -1.0

9844) d = 110.25 | x1 = 1.0 | x2 = -4.0

9845) d = 39.69 | x1 = 0 | x2 = -3.0

9846) d = 70.56 | x1 = 0 | x2 = -4.0

9847) d = 17.64 | x1 = -1.0 | x2 = -3.0

9848) d = 0.0 | x1 = -2.0 | x2 = -2.0

9849) d = 77.44 | x1 = 4.0 | x2 = 0

9850) d = 0.0 | x1 = 2.0 | x2 = 2.0

9851) d = 98.01 | x1 = 4.0 | x2 = -0.5

9852) d = 59.29 | x1 = 3.5 | x2 = 0

9853) d = 121.0 | x1 = 4.0 | x2 = -1.0

9854) d = 98.01 | x1 = 3.5 | x2 = -1.0

9855) d = 30.25 | x1 = 2.5 | x2 = 0

9856) d = 77.44 | x1 = 3.0 | x2 = -1.0

9857) d = 19.36 | x1 = 2.0 | x2 = 0

9858) d = 0.0 | x1 = 1.0 | x2 = 1.0

9859) d = 59.29 | x1 = 2.5 | x2 = -1.0

9860) d = 30.25 | x1 = 2.0 | x2 = -0.5

9861) d = 4.84 | x1 = 1.0 | x2 = 0

9862) d = 1.21 | x1 = 0.5 | x2 = 0

9863) d = 77.44 | x1 = 2.0 | x2 = -2.0

9864) d = 19.36 | x1 = 1.0 | x2 = -1.0

9865) d = 0.0 | x1 = 0 | x2 = 0

9866) d = 1.21 | x1 = 0 | x2 = -0.5

9867) d = 4.84 | x1 = 0 | x2 = -1.0

9868) d = 59.29 | x1 = 1.0 | x2 = -2.5

9869) d = 30.25 | x1 = 0.5 | x2 = -2.0

9870) d = 77.44 | x1 = 1.0 | x2 = -3.0

9871) d = 19.36 | x1 = 0 | x2 = -2.0

9872) d = 0.0 | x1 = -1.0 | x2 = -1.0

9873) d = 98.01 | x1 = 1.0 | x2 = -3.5

9874) d = 30.25 | x1 = 0 | x2 = -2.5

9875) d = 121.0 | x1 = 1.0 | x2 = -4.0

9876) d = 98.01 | x1 = 0.5 | x2 = -4.0

9877) d = 59.29 | x1 = 0 | x2 = -3.5

9878) d = 77.44 | x1 = 0 | x2 = -4.0

9879) d = 0.0 | x1 = -2.0 | x2 = -2.0

9880) d = 84.64 | x1 = 3.0 | x2 = -1.0

9881) d = 21.16 | x1 = 2.0 | x2 = 0

9882) d = 0.0 | x1 = 1.0 | x2 = 1.0

9883) d = 5.29 | x1 = 1.0 | x2 = 0

9884) d = 21.16 | x1 = 1.0 | x2 = -1.0

9885) d = 0.0 | x1 = 0 | x2 = 0

9886) d = 5.29 | x1 = 0 | x2 = -1.0

9887) d = 84.64 | x1 = 1.0 | x2 = -3.0

9888) d = 21.16 | x1 = 0 | x2 = -2.0

9889) d = 0.0 | x1 = -1.0 | x2 = -1.0

9890) d = 81.0 | x1 = 3.75 | x2 = 0

9891) d = 9.0 | x1 = 2.5 | x2 = 1.25

9892) d = 60.84 | x1 = 3.25 | x2 = 0

9893) d = 17.64 | x1 = 2.5 | x2 = 0.75

9894) d = 51.84 | x1 = 3.0 | x2 = 0

9895) d = 0.0 | x1 = 1.5 | x2 = 1.5

9896) d = 43.56 | x1 = 2.75 | x2 = 0

9897) d = 36.0 | x1 = 2.5 | x2 = 0

9898) d = 12.96 | x1 = 2.0 | x2 = 0.5

9899) d = 81.0 | x1 = 3.0 | x2 = -0.75

9900) d = 92.16 | x1 = 3.0 | x2 = -1.0

9901) d = 23.04 | x1 = 2.0 | x2 = 0

9902) d = 0.0 | x1 = 1.0 | x2 = 1.0

9903) d = 81.0 | x1 = 2.75 | x2 = -1.0

9904) d = 60.84 | x1 = 2.5 | x2 = -0.75

9905) d = 36.0 | x1 = 2.0 | x2 = -0.5

9906) d = 12.96 | x1 = 1.5 | x2 = 0

9907) d = 81.0 | x1 = 2.5 | x2 = -1.25

9908) d = 9.0 | x1 = 1.25 | x2 = 0

9909) d = 3.24 | x1 = 1.0 | x2 = 0.25

9910) d = 92.16 | x1 = 2.5 | x2 = -1.5

9911) d = 23.04 | x1 = 1.5 | x2 = -0.5

9912) d = 5.76 | x1 = 1.0 | x2 = 0

9913) d = 0.0 | x1 = 0.5 | x2 = 0.5

9914) d = 60.84 | x1 = 2.0 | x2 = -1.25

9915) d = 9.0 | x1 = 1.0 | x2 = -0.25

9916) d = 3.24 | x1 = 0.75 | x2 = 0

9917) d = 70.56 | x1 = 2.0 | x2 = -1.5

9918) d = 36.0 | x1 = 1.5 | x2 = -1.0

9919) d = 1.44 | x1 = 0.5 | x2 = 0

9920) d = 43.56 | x1 = 1.5 | x2 = -1.25

9921) d = 17.64 | x1 = 1.0 | x2 = -0.75

9922) d = 9.0 | x1 = 0.75 | x2 = -0.5

9923) d = 0.36 | x1 = 0.25 | x2 = 0

9924) d = 51.84 | x1 = 1.5 | x2 = -1.5

9925) d = 23.04 | x1 = 1.0 | x2 = -1.0

9926) d = 5.76 | x1 = 0.5 | x2 = -0.5

9927) d = 0.0 | x1 = 0 | x2 = 0

9928) d = 43.56 | x1 = 1.25 | x2 = -1.5

9929) d = 17.64 | x1 = 0.75 | x2 = -1.0

9930) d = 9.0 | x1 = 0.5 | x2 = -0.75

9931) d = 0.36 | x1 = 0 | x2 = -0.25

9932) d = 70.56 | x1 = 1.5 | x2 = -2.0

9933) d = 36.0 | x1 = 1.0 | x2 = -1.5

9934) d = 1.44 | x1 = 0 | x2 = -0.5

9935) d = 60.84 | x1 = 1.25 | x2 = -2.0

9936) d = 9.0 | x1 = 0.25 | x2 = -1.0

9937) d = 3.24 | x1 = 0 | x2 = -0.75

9938) d = 92.16 | x1 = 1.5 | x2 = -2.5

9939) d = 23.04 | x1 = 0.5 | x2 = -1.5

9940) d = 5.76 | x1 = 0 | x2 = -1.0

9941) d = 0.0 | x1 = -0.5 | x2 = -0.5

9942) d = 81.0 | x1 = 1.25 | x2 = -2.5

9943) d = 9.0 | x1 = 0 | x2 = -1.25

9944) d = 3.24 | x1 = -0.25 | x2 = -1.0

9945) d = 36.0 | x1 = 0.5 | x2 = -2.0

9946) d = 12.96 | x1 = 0 | x2 = -1.5

9947) d = 81.0 | x1 = 1.0 | x2 = -2.75

9948) d = 60.84 | x1 = 0.75 | x2 = -2.5

9949) d = 92.16 | x1 = 1.0 | x2 = -3.0

9950) d = 23.04 | x1 = 0 | x2 = -2.0

9951) d = 0.0 | x1 = -1.0 | x2 = -1.0

9952) d = 81.0 | x1 = 0.75 | x2 = -3.0

9953) d = 36.0 | x1 = 0 | x2 = -2.5

9954) d = 12.96 | x1 = -0.5 | x2 = -2.0

9955) d = 43.56 | x1 = 0 | x2 = -2.75

9956) d = 51.84 | x1 = 0 | x2 = -3.0

9957) d = 0.0 | x1 = -1.5 | x2 = -1.5

9958) d = 60.84 | x1 = 0 | x2 = -3.25

9959) d = 17.64 | x1 = -0.75 | x2 = -2.5

9960) d = 81.0 | x1 = 0 | x2 = -3.75

9961) d = 9.0 | x1 = -1.25 | x2 = -2.5

9962) d = 169.0 | x1 = 4.4 | x2 = -0.8

9963) d = 144.0 | x1 = 4.2 | x2 = -0.6

9964) d = 121.0 | x1 = 4.0 | x2 = -0.4

9965) d = 100.0 | x1 = 3.8 | x2 = -0.2

9966) d = 81.0 | x1 = 3.6 | x2 = 0

9967) d = 64.0 | x1 = 3.4 | x2 = 0.2

9968) d = 49.0 | x1 = 3.2 | x2 = 0.4

9969) d = 36.0 | x1 = 3.0 | x2 = 0.6

9970) d = 25.0 | x1 = 2.8 | x2 = 0.8

9971) d = 16.0 | x1 = 2.6 | x2 = 1.0

9972) d = 9.0 | x1 = 2.4 | x2 = 1.2

9973) d = 4.0 | x1 = 2.2 | x2 = 1.4

9974) d = 1.0 | x1 = 2.0 | x2 = 1.6

9975) d = 0.0 | x1 = 1.8 | x2 = 1.8

9976) d = 79.21 | x1 = 3.56 | x2 = 0

9977) d = 73.96 | x1 = 3.44 | x2 = 0

9978) d = 156.25 | x1 = 4.2 | x2 = -0.8

9979) d = 132.25 | x1 = 4.0 | x2 = -0.6

9980) d = 110.25 | x1 = 3.8 | x2 = -0.4

9981) d = 90.25 | x1 = 3.6 | x2 = -0.2

9982) d = 72.25 | x1 = 3.4 | x2 = 0

9983) d = 56.25 | x1 = 3.2 | x2 = 0.2

9984) d = 42.25 | x1 = 3.0 | x2 = 0.4

9985) d = 30.25 | x1 = 2.8 | x2 = 0.6

9986) d = 20.25 | x1 = 2.6 | x2 = 0.8

9987) d = 12.25 | x1 = 2.4 | x2 = 1.0

9988) d = 6.25 | x1 = 2.2 | x2 = 1.2

9989) d = 2.25 | x1 = 2.0 | x2 = 1.4

9990) d = 0.25 | x1 = 1.8 | x2 = 1.6

9991) d = 67.24 | x1 = 3.28 | x2 = 0

9992) d = 144.0 | x1 = 4.0 | x2 = -0.8

9993) d = 121.0 | x1 = 3.8 | x2 = -0.6

9994) d = 100.0 | x1 = 3.6 | x2 = -0.4

9995) d = 81.0 | x1 = 3.4 | x2 = -0.2

9996) d = 64.0 | x1 = 3.2 | x2 = 0

9997) d = 49.0 | x1 = 3.0 | x2 = 0.2

9998) d = 36.0 | x1 = 2.8 | x2 = 0.4

9999) d = 25.0 | x1 = 2.6 | x2 = 0.6

10000) d = 16.0 | x1 = 2.4 | x2 = 0.8

10001) d = 9.0 | x1 = 2.2 | x2 = 1.0

10002) d = 4.0 | x1 = 2.0 | x2 = 1.2

10003) d = 1.0 | x1 = 1.8 | x2 = 1.4

10004) d = 0.0 | x1 = 1.6 | x2 = 1.6

10005) d = 62.41 | x1 = 3.16 | x2 = 0

10006) d = 60.84 | x1 = 3.12 | x2 = 0

10007) d = 59.29 | x1 = 3.08 | x2 = 0

10008) d = 57.76 | x1 = 3.04 | x2 = 0

10009) d = 132.25 | x1 = 3.8 | x2 = -0.8

10010) d = 110.25 | x1 = 3.6 | x2 = -0.6

10011) d = 90.25 | x1 = 3.4 | x2 = -0.4

10012) d = 72.25 | x1 = 3.2 | x2 = -0.2

10013) d = 56.25 | x1 = 3.0 | x2 = 0

10014) d = 42.25 | x1 = 2.8 | x2 = 0.2

10015) d = 30.25 | x1 = 2.6 | x2 = 0.4

10016) d = 20.25 | x1 = 2.4 | x2 = 0.6

10017) d = 12.25 | x1 = 2.2 | x2 = 0.8

10018) d = 6.25 | x1 = 2.0 | x2 = 1.0

10019) d = 2.25 | x1 = 1.8 | x2 = 1.2

10020) d = 0.25 | x1 = 1.6 | x2 = 1.4

10021) d = 54.76 | x1 = 2.96 | x2 = 0

10022) d = 53.29 | x1 = 2.92 | x2 = 0

10023) d = 5.29 | x1 = 1.92 | x2 = 1.0

10024) d = 51.84 | x1 = 2.88 | x2 = 0

10025) d = 50.41 | x1 = 2.84 | x2 = 0

10026) d = 121.0 | x1 = 3.6 | x2 = -0.8

10027) d = 100.0 | x1 = 3.4 | x2 = -0.6

10028) d = 81.0 | x1 = 3.2 | x2 = -0.4

10029) d = 64.0 | x1 = 3.0 | x2 = -0.2

10030) d = 49.0 | x1 = 2.8 | x2 = 0

10031) d = 36.0 | x1 = 2.6 | x2 = 0.2

10032) d = 25.0 | x1 = 2.4 | x2 = 0.4

10033) d = 16.0 | x1 = 2.2 | x2 = 0.6

10034) d = 9.0 | x1 = 2.0 | x2 = 0.8

10035) d = 4.0 | x1 = 1.8 | x2 = 1.0

10036) d = 1.0 | x1 = 1.6 | x2 = 1.2

10037) d = 0.0 | x1 = 1.4 | x2 = 1.4

10038) d = 44.89 | x1 = 2.68 | x2 = 0

10039) d = 132.25 | x1 = 3.6 | x2 = -1.0

10040) d = 110.25 | x1 = 3.4 | x2 = -0.8

10041) d = 90.25 | x1 = 3.2 | x2 = -0.6

10042) d = 72.25 | x1 = 3.0 | x2 = -0.4

10043) d = 56.25 | x1 = 2.8 | x2 = -0.2

10044) d = 42.25 | x1 = 2.6 | x2 = 0

10045) d = 30.25 | x1 = 2.4 | x2 = 0.2

10046) d = 20.25 | x1 = 2.2 | x2 = 0.4

10047) d = 12.25 | x1 = 2.0 | x2 = 0.6

10048) d = 6.25 | x1 = 1.8 | x2 = 0.8

10049) d = 2.25 | x1 = 1.6 | x2 = 1.0

10050) d = 0.25 | x1 = 1.4 | x2 = 1.2

