1) a = -9 | b = -9 | c = 0

9994) a = 2.5 | b = -8 | c = -3.6

9995) a = 2.5 | b = -8 | c = -1.7

9996) a = 2.5 | b = -8 | c = 0

9997) a = 2.5 | b = -8 | c = 1.5

9998) a = 2.5 | b = -8 | c = 2.8

9999) a = 2.5 | b = -8 | c = 3.9

10000) a = 2.5 | b = -8 | c = 4.8

10001) a = 2.5 | b = -8 | c = 5.5

10002) a = 2.5 | b = -8 | c = 6

10003) a = 2.5 | b = -8 | c = 6.3

10004) a = 2.5 | b = -8 | c = 6.4

10005) a = 2.5 | b = -7.9 | c = 0

10006) a = 2.5 | b = -7.8 | c = 0

10007) a = 2.5 | b = -7.7 | c = 0

10008) a = 2.5 | b = -7.6 | c = 0

10009) a = 2.5 | b = -7.5 | c = -7.6

10010) a = 2.5 | b = -7.5 | c = -5.4

10011) a = 2.5 | b = -7.5 | c = -3.4

10012) a = 2.5 | b = -7.5 | c = -1.6

10013) a = 2.5 | b = -7.5 | c = 0

10014) a = 2.5 | b = -7.5 | c = 1.4

10015) a = 2.5 | b = -7.5 | c = 2.6

10016) a = 2.5 | b = -7.5 | c = 3.6

10017) a = 2.5 | b = -7.5 | c = 4.4

10018) a = 2.5 | b = -7.5 | c = 5

10019) a = 2.5 | b = -7.5 | c = 5.4

10020) a = 2.5 | b = -7.5 | c = 5.6

10021) a = 2.5 | b = -7.4 | c = 0

10022) a = 2.5 | b = -7.3 | c = 0

10023) a = 2.5 | b = -7.3 | c = 4.8

10024) a = 2.5 | b = -7.2 | c = 0

10025) a = 2.5 | b = -7.1 | c = 0

10026) a = 2.5 | b = -7 | c = -7.2

10027) a = 2.5 | b = -7 | c = -5.1

10028) a = 2.5 | b = -7 | c = -3.2

10029) a = 2.5 | b = -7 | c = -1.5

10030) a = 2.5 | b = -7 | c = 0

10031) a = 2.5 | b = -7 | c = 1.3

10032) a = 2.5 | b = -7 | c = 2.4

10033) a = 2.5 | b = -7 | c = 3.3

10034) a = 2.5 | b = -7 | c = 4

10035) a = 2.5 | b = -7 | c = 4.5

10036) a = 2.5 | b = -7 | c = 4.8

10037) a = 2.5 | b = -7 | c = 4.9

10038) a = 2.5 | b = -6.7 | c = 0

10039) a = 2.5 | b = -6.5 | c = -9

10040) a = 2.5 | b = -6.5 | c = -6.8

10041) a = 2.5 | b = -6.5 | c = -4.8

10042) a = 2.5 | b = -6.5 | c = -3

10043) a = 2.5 | b = -6.5 | c = -1.4

10044) a = 2.5 | b = -6.5 | c = 0

10045) a = 2.5 | b = -6.5 | c = 1.2

10046) a = 2.5 | b = -6.5 | c = 2.2

10047) a = 2.5 | b = -6.5 | c = 3

10048) a = 2.5 | b = -6.5 | c = 3.6

10049) a = 2.5 | b = -6.5 | c = 4

10050) a = 2.5 | b = -6.5 | c = 4.2

10051) a = 2.5 | b = -6.4 | c = -8.9

10052) a = 2.5 | b = -6.4 | c = 0

10053) a = 2.5 | b = -6.3 | c = 0

10054) a = 2.5 | b = -6.2 | c = 0

10055) a = 2.5 | b = -6.1 | c = -8.6

10056) a = 2.5 | b = -6.1 | c = 0

10057) a = 2.5 | b = -6 | c = -8.5

10058) a = 2.5 | b = -6 | c = -6.4

10059) a = 2.5 | b = -6 | c = -4.5

10060) a = 2.5 | b = -6 | c = -2.8

10061) a = 2.5 | b = -6 | c = -1.3

10062) a = 2.5 | b = -6 | c = 0

10063) a = 2.5 | b = -6 | c = 1.1

10064) a = 2.5 | b = -6 | c = 2

10065) a = 2.5 | b = -6 | c = 2.7

10066) a = 2.5 | b = -6 | c = 3.2

10067) a = 2.5 | b = -6 | c = 3.5

10068) a = 2.5 | b = -6 | c = 3.6

10069) a = 2.5 | b = -5.8 | c = 0

10070) a = 2.5 | b = -5.5 | c = -8

10071) a = 2.5 | b = -5.5 | c = -6

10072) a = 2.5 | b = -5.5 | c = -4.2

10073) a = 2.5 | b = -5.5 | c = -2.6

10074) a = 2.5 | b = -5.5 | c = -1.2

10075) a = 2.5 | b = -5.5 | c = 0

10076) a = 2.5 | b = -5.5 | c = 1

10077) a = 2.5 | b = -5.5 | c = 1.8

10078) a = 2.5 | b = -5.5 | c = 2.4

10079) a = 2.5 | b = -5.5 | c = 2.8

10080) a = 2.5 | b = -5.5 | c = 3

10081) a = 2.5 | b = -5.4 | c = -7.9

10082) a = 2.5 | b = -5.4 | c = 0

10083) a = 2.5 | b = -5.3 | c = 0

10084) a = 2.5 | b = -5.2 | c = 0

10085) a = 2.5 | b = -5.1 | c = -7.6

10086) a = 2.5 | b = -5.1 | c = 0

10087) a = 2.5 | b = -5 | c = -7.5

10088) a = 2.5 | b = -5 | c = -5.6

10089) a = 2.5 | b = -5 | c = -3.9

10090) a = 2.5 | b = -5 | c = -2.4

10091) a = 2.5 | b = -5 | c = -1.1

10092) a = 2.5 | b = -5 | c = 0

10093) a = 2.5 | b = -5 | c = 0.9

10094) a = 2.5 | b = -5 | c = 1.6

10095) a = 2.5 | b = -5 | c = 2.1

10096) a = 2.5 | b = -5 | c = 2.4

10097) a = 2.5 | b = -5 | c = 2.5

10098) a = 2.5 | b = -4.9 | c = -7.4

10099) a = 2.5 | b = -4.8 | c = 0

10100) a = 2.5 | b = -4.7 | c = -8.4

10101) a = 2.5 | b = -4.6 | c = -7.1

10102) a = 2.5 | b = -4.5 | c = -9

10103) a = 2.5 | b = -4.5 | c = -7

10104) a = 2.5 | b = -4.5 | c = -5.2

10105) a = 2.5 | b = -4.5 | c = -3.6

10106) a = 2.5 | b = -4.5 | c = -2.2

10107) a = 2.5 | b = -4.5 | c = -1

10108) a = 2.5 | b = -4.5 | c = 0

10109) a = 2.5 | b = -4.5 | c = 0.8

10110) a = 2.5 | b = -4.5 | c = 1.4

10111) a = 2.5 | b = -4.5 | c = 1.8

10112) a = 2.5 | b = -4.5 | c = 2

10113) a = 2.5 | b = -4.3 | c = 0

10114) a = 2.5 | b = -4.1 | c = 0

10115) a = 2.5 | b = -4 | c = -8.4

10116) a = 2.5 | b = -4 | c = -6.5

10117) a = 2.5 | b = -4 | c = -4.8

10118) a = 2.5 | b = -4 | c = -3.3

10119) a = 2.5 | b = -4 | c = -2

10120) a = 2.5 | b = -4 | c = -0.9

10121) a = 2.5 | b = -4 | c = 0

10122) a = 2.5 | b = -4 | c = 0.7

10123) a = 2.5 | b = -4 | c = 1.2

10124) a = 2.5 | b = -4 | c = 1.5

10125) a = 2.5 | b = -4 | c = 1.6

10126) a = 2.5 | b = -3.9 | c = -6.4

10127) a = 2.5 | b = -3.9 | c = 0

10128) a = 2.5 | b = -3.8 | c = 0

10129) a = 2.5 | b = -3.7 | c = 0

10130) a = 2.5 | b = -3.6 | c = -6.1

10131) a = 2.5 | b = -3.6 | c = -2.8

10132) a = 2.5 | b = -3.6 | c = 0

10133) a = 2.5 | b = -3.5 | c = -7.8

10134) a = 2.5 | b = -3.5 | c = -6

10135) a = 2.5 | b = -3.5 | c = -4.4

10136) a = 2.5 | b = -3.5 | c = -3

10137) a = 2.5 | b = -3.5 | c = -1.8

10138) a = 2.5 | b = -3.5 | c = -0.8

10139) a = 2.5 | b = -3.5 | c = 0

10140) a = 2.5 | b = -3.5 | c = 0.6

10141) a = 2.5 | b = -3.5 | c = 1

10142) a = 2.5 | b = -3.5 | c = 1.2

10143) a = 2.5 | b = -3.3 | c = -3.4

10144) a = 2.5 | b = -3.2 | c = -3.6

10145) a = 2.5 | b = -3.2 | c = 0

10146) a = 2.5 | b = -3.1 | c = -3.8

10147) a = 2.5 | b = -3.1 | c = 0

10148) a = 2.5 | b = -3 | c = -7.2

10149) a = 2.5 | b = -3 | c = -5.5

10150) a = 2.5 | b = -3 | c = -4

10151) a = 2.5 | b = -3 | c = -2.7

10152) a = 2.5 | b = -3 | c = -1.6

10153) a = 2.5 | b = -3 | c = -0.7

10154) a = 2.5 | b = -3 | c = 0

10155) a = 2.5 | b = -3 | c = 0.5

10156) a = 2.5 | b = -3 | c = 0.8

10157) a = 2.5 | b = -3 | c = 0.9

10158) a = 2.5 | b = -2.9 | c = 0

10159) a = 2.5 | b = -2.8 | c = -5.3

10160) a = 2.5 | b = -2.7 | c = -5.2

10161) a = 2.5 | b = -2.7 | c = 0

10162) a = 2.5 | b = -2.6 | c = -5.1

10163) a = 2.5 | b = -2.6 | c = 0

10164) a = 2.5 | b = -2.5 | c = -8.4

10165) a = 2.5 | b = -2.5 | c = -6.6

10166) a = 2.5 | b = -2.5 | c = -5

10167) a = 2.5 | b = -2.5 | c = -3.6

10168) a = 2.5 | b = -2.5 | c = -2.4

10169) a = 2.5 | b = -2.5 | c = -1.4

10170) a = 2.5 | b = -2.5 | c = -0.6

10171) a = 2.5 | b = -2.5 | c = 0

10172) a = 2.5 | b = -2.5 | c = 0.4

10173) a = 2.5 | b = -2.5 | c = 0.6

10174) a = 2.5 | b = -2.4 | c = 0

10175) a = 2.5 | b = -2.3 | c = -5.4

10176) a = 2.5 | b = -2.3 | c = -4.8

10177) a = 2.5 | b = -2 | c = -7.7

10178) a = 2.5 | b = -2 | c = -6

10179) a = 2.5 | b = -2 | c = -4.5

10180) a = 2.5 | b = -2 | c = -3.2

10181) a = 2.5 | b = -2 | c = -2.1

10182) a = 2.5 | b = -2 | c = -1.2

10183) a = 2.5 | b = -2 | c = -0.5

10184) a = 2.5 | b = -2 | c = 0

10185) a = 2.5 | b = -2 | c = 0.3

10186) a = 2.5 | b = -2 | c = 0.4

10187) a = 2.5 | b = -1.9 | c = 0

10188) a = 2.5 | b = -1.8 | c = -4.3

10189) a = 2.5 | b = -1.8 | c = -0.7

10190) a = 2.5 | b = -1.8 | c = 0

10191) a = 2.5 | b = -1.7 | c = -6.6

10192) a = 2.5 | b = -1.6 | c = -6.8

10193) a = 2.5 | b = -1.6 | c = -0.9

10194) a = 2.5 | b = -1.6 | c = 0

10195) a = 2.5 | b = -1.5 | c = -8.8

10196) a = 2.5 | b = -1.5 | c = -7

10197) a = 2.5 | b = -1.5 | c = -5.4

10198) a = 2.5 | b = -1.5 | c = -4

10199) a = 2.5 | b = -1.5 | c = -2.8

10200) a = 2.5 | b = -1.5 | c = -1.8

10201) a = 2.5 | b = -1.5 | c = -1

10202) a = 2.5 | b = -1.5 | c = -0.4

10203) a = 2.5 | b = -1.5 | c = 0

10204) a = 2.5 | b = -1.5 | c = 0.2

10205) a = 2.5 | b = -1.4 | c = -7.2

10206) a = 2.5 | b = -1.4 | c = -3.9

10207) a = 2.5 | b = -1.3 | c = -7.4

10208) a = 2.5 | b = -1.3 | c = -3.8

10209) a = 2.5 | b = -1.3 | c = 0

10210) a = 2.5 | b = -1.2 | c = -7.6

10211) a = 2.5 | b = -1.2 | c = -3.7

10212) a = 2.5 | b = -1.2 | c = 0

10213) a = 2.5 | b = -1.1 | c = -7.8

10214) a = 2.5 | b = -1.1 | c = -3.6

10215) a = 2.5 | b = -1 | c = -8

10216) a = 2.5 | b = -1 | c = -6.3

10217) a = 2.5 | b = -1 | c = -4.8

10218) a = 2.5 | b = -1 | c = -3.5

10219) a = 2.5 | b = -1 | c = -2.4

10220) a = 2.5 | b = -1 | c = -1.5

10221) a = 2.5 | b = -1 | c = -0.8

10222) a = 2.5 | b = -1 | c = -0.3

10223) a = 2.5 | b = -1 | c = 0

10224) a = 2.5 | b = -1 | c = 0.1

10225) a = 2.5 | b = -0.9 | c = -8.2

10226) a = 2.5 | b = -0.9 | c = -3.4

10227) a = 2.5 | b = -0.9 | c = 0

10228) a = 2.5 | b = -0.8 | c = -1.7

10229) a = 2.5 | b = -0.8 | c = 0

10230) a = 2.5 | b = -0.7 | c = -3.2

10231) a = 2.5 | b = -0.7 | c = -1.8

10232) a = 2.5 | b = -0.6 | c = -1.9

10233) a = 2.5 | b = -0.6 | c = 0

10234) a = 2.5 | b = -0.5 | c = -9

10235) a = 2.5 | b = -0.5 | c = -7.2

10236) a = 2.5 | b = -0.5 | c = -5.6

10237) a = 2.5 | b = -0.5 | c = -4.2

10238) a = 2.5 | b = -0.5 | c = -3

10239) a = 2.5 | b = -0.5 | c = -2

10240) a = 2.5 | b = -0.5 | c = -1.2

10241) a = 2.5 | b = -0.5 | c = -0.6

10242) a = 2.5 | b = -0.5 | c = -0.2

10243) a = 2.5 | b = -0.5 | c = 0

10244) a = 2.5 | b = -0.4 | c = 0

10245) a = 2.5 | b = -0.3 | c = 0

10246) a = 2.5 | b = -0.2 | c = -2.7

10247) a = 2.5 | b = -0.2 | c = 0

10248) a = 2.5 | b = -0.1 | c = 0

10249) a = 2.5 | b = 0 | c = -8.1

10250) a = 2.5 | b = 0 | c = -6.4

10251) a = 2.5 | b = 0 | c = -4.9

10252) a = 2.5 | b = 0 | c = -3.6

10253) a = 2.5 | b = 0 | c = -2.5

10254) a = 2.5 | b = 0 | c = -1.6

10255) a = 2.5 | b = 0 | c = -0.9

10256) a = 2.5 | b = 0 | c = -0.4

10257) a = 2.5 | b = 0 | c = -0.1

10258) a = 2.5 | b = 0 | c = 0

10259) a = 2.5 | b = 0.1 | c = 0

10260) a = 2.5 | b = 0.2 | c = -2.7

10261) a = 2.5 | b = 0.2 | c = 0

10262) a = 2.5 | b = 0.3 | c = 0

10263) a = 2.5 | b = 0.4 | c = 0

10264) a = 2.5 | b = 0.5 | c = -9

10265) a = 2.5 | b = 0.5 | c = -7.2

10266) a = 2.5 | b = 0.5 | c = -5.6

10267) a = 2.5 | b = 0.5 | c = -4.2

10268) a = 2.5 | b = 0.5 | c = -3

10269) a = 2.5 | b = 0.5 | c = -2

10270) a = 2.5 | b = 0.5 | c = -1.2

10271) a = 2.5 | b = 0.5 | c = -0.6

10272) a = 2.5 | b = 0.5 | c = -0.2

10273) a = 2.5 | b = 0.5 | c = 0

10274) a = 2.5 | b = 0.6 | c = -1.9

10275) a = 2.5 | b = 0.6 | c = 0

10276) a = 2.5 | b = 0.7 | c = -3.2

10277) a = 2.5 | b = 0.7 | c = -1.8

10278) a = 2.5 | b = 0.8 | c = -1.7

10279) a = 2.5 | b = 0.8 | c = 0

10280) a = 2.5 | b = 0.9 | c = -8.2

10281) a = 2.5 | b = 0.9 | c = -3.4

10282) a = 2.5 | b = 0.9 | c = 0

10283) a = 2.5 | b = 1 | c = -8

10284) a = 2.5 | b = 1 | c = -6.3

10285) a = 2.5 | b = 1 | c = -4.8

10286) a = 2.5 | b = 1 | c = -3.5

10287) a = 2.5 | b = 1 | c = -2.4

10288) a = 2.5 | b = 1 | c = -1.5

10289) a = 2.5 | b = 1 | c = -0.8

10290) a = 2.5 | b = 1 | c = -0.3

10291) a = 2.5 | b = 1 | c = 0

10292) a = 2.5 | b = 1 | c = 0.1

10293) a = 2.5 | b = 1.1 | c = -7.8

10294) a = 2.5 | b = 1.1 | c = -3.6

10295) a = 2.5 | b = 1.2 | c = -7.6

10296) a = 2.5 | b = 1.2 | c = -3.7

10297) a = 2.5 | b = 1.2 | c = 0

10298) a = 2.5 | b = 1.3 | c = -7.4

10299) a = 2.5 | b = 1.3 | c = -3.8

10300) a = 2.5 | b = 1.3 | c = 0

10301) a = 2.5 | b = 1.4 | c = -7.2

10302) a = 2.5 | b = 1.4 | c = -3.9

10303) a = 2.5 | b = 1.5 | c = -8.8

10304) a = 2.5 | b = 1.5 | c = -7

10305) a = 2.5 | b = 1.5 | c = -5.4

10306) a = 2.5 | b = 1.5 | c = -4

10307) a = 2.5 | b = 1.5 | c = -2.8

10308) a = 2.5 | b = 1.5 | c = -1.8

10309) a = 2.5 | b = 1.5 | c = -1

10310) a = 2.5 | b = 1.5 | c = -0.4

10311) a = 2.5 | b = 1.5 | c = 0

10312) a = 2.5 | b = 1.5 | c = 0.2

10313) a = 2.5 | b = 1.6 | c = -6.8

10314) a = 2.5 | b = 1.6 | c = -0.9

10315) a = 2.5 | b = 1.6 | c = 0

10316) a = 2.5 | b = 1.7 | c = -6.6

10317) a = 2.5 | b = 1.8 | c = -4.3

10318) a = 2.5 | b = 1.8 | c = -0.7

10319) a = 2.5 | b = 1.8 | c = 0

10320) a = 2.5 | b = 1.9 | c = 0

10321) a = 2.5 | b = 2 | c = -7.7

10322) a = 2.5 | b = 2 | c = -6

10323) a = 2.5 | b = 2 | c = -4.5

10324) a = 2.5 | b = 2 | c = -3.2

10325) a = 2.5 | b = 2 | c = -2.1

10326) a = 2.5 | b = 2 | c = -1.2

10327) a = 2.5 | b = 2 | c = -0.5

10328) a = 2.5 | b = 2 | c = 0

10329) a = 2.5 | b = 2 | c = 0.3

10330) a = 2.5 | b = 2 | c = 0.4

10331) a = 2.5 | b = 2.3 | c = -5.4

10332) a = 2.5 | b = 2.3 | c = -4.8

10333) a = 2.5 | b = 2.4 | c = 0

10334) a = 2.5 | b = 2.5 | c = -8.4

10335) a = 2.5 | b = 2.5 | c = -6.6

10336) a = 2.5 | b = 2.5 | c = -5

10337) a = 2.5 | b = 2.5 | c = -3.6

10338) a = 2.5 | b = 2.5 | c = -2.4

10339) a = 2.5 | b = 2.5 | c = -1.4

10340) a = 2.5 | b = 2.5 | c = -0.6

10341) a = 2.5 | b = 2.5 | c = 0

10342) a = 2.5 | b = 2.5 | c = 0.4

10343) a = 2.5 | b = 2.5 | c = 0.6

10344) a = 2.5 | b = 2.6 | c = -5.1

10345) a = 2.5 | b = 2.6 | c = 0

10346) a = 2.5 | b = 2.7 | c = -5.2

10347) a = 2.5 | b = 2.7 | c = 0

10348) a = 2.5 | b = 2.8 | c = -5.3

10349) a = 2.5 | b = 2.9 | c = 0

10350) a = 2.5 | b = 3 | c = -7.2

10351) a = 2.5 | b = 3 | c = -5.5

10352) a = 2.5 | b = 3 | c = -4

10353) a = 2.5 | b = 3 | c = -2.7

10354) a = 2.5 | b = 3 | c = -1.6

10355) a = 2.5 | b = 3 | c = -0.7

10356) a = 2.5 | b = 3 | c = 0

10357) a = 2.5 | b = 3 | c = 0.5

10358) a = 2.5 | b = 3 | c = 0.8

10359) a = 2.5 | b = 3 | c = 0.9

10360) a = 2.5 | b = 3.1 | c = -3.8

10361) a = 2.5 | b = 3.1 | c = 0

10362) a = 2.5 | b = 3.2 | c = -3.6

10363) a = 2.5 | b = 3.2 | c = 0

10364) a = 2.5 | b = 3.3 | c = -3.4

10365) a = 2.5 | b = 3.5 | c = -7.8

10366) a = 2.5 | b = 3.5 | c = -6

10367) a = 2.5 | b = 3.5 | c = -4.4

10368) a = 2.5 | b = 3.5 | c = -3

10369) a = 2.5 | b = 3.5 | c = -1.8

10370) a = 2.5 | b = 3.5 | c = -0.8

10371) a = 2.5 | b = 3.5 | c = 0

10372) a = 2.5 | b = 3.5 | c = 0.6

10373) a = 2.5 | b = 3.5 | c = 1

10374) a = 2.5 | b = 3.5 | c = 1.2

10375) a = 2.5 | b = 3.6 | c = -6.1

10376) a = 2.5 | b = 3.6 | c = -2.8

10377) a = 2.5 | b = 3.6 | c = 0

10378) a = 2.5 | b = 3.7 | c = 0

10379) a = 2.5 | b = 3.8 | c = 0

10380) a = 2.5 | b = 3.9 | c = -6.4

10381) a = 2.5 | b = 3.9 | c = 0

10382) a = 2.5 | b = 4 | c = -8.4

10383) a = 2.5 | b = 4 | c = -6.5

10384) a = 2.5 | b = 4 | c = -4.8

10385) a = 2.5 | b = 4 | c = -3.3

10386) a = 2.5 | b = 4 | c = -2

10387) a = 2.5 | b = 4 | c = -0.9

10388) a = 2.5 | b = 4 | c = 0

10389) a = 2.5 | b = 4 | c = 0.7

10390) a = 2.5 | b = 4 | c = 1.2

10391) a = 2.5 | b = 4 | c = 1.5

10392) a = 2.5 | b = 4 | c = 1.6

10393) a = 2.5 | b = 4.1 | c = 0

10394) a = 2.5 | b = 4.3 | c = 0

10395) a = 2.5 | b = 4.5 | c = -9

10396) a = 2.5 | b = 4.5 | c = -7

10397) a = 2.5 | b = 4.5 | c = -5.2

10398) a = 2.5 | b = 4.5 | c = -3.6

10399) a = 2.5 | b = 4.5 | c = -2.2

10400) a = 2.5 | b = 4.5 | c = -1

10401) a = 2.5 | b = 4.5 | c = 0

10402) a = 2.5 | b = 4.5 | c = 0.8

10403) a = 2.5 | b = 4.5 | c = 1.4

10404) a = 2.5 | b = 4.5 | c = 1.8

10405) a = 2.5 | b = 4.5 | c = 2

10406) a = 2.5 | b = 4.6 | c = -7.1

10407) a = 2.5 | b = 4.7 | c = -8.4

10408) a = 2.5 | b = 4.8 | c = 0

10409) a = 2.5 | b = 4.9 | c = -7.4

10410) a = 2.5 | b = 5 | c = -7.5

10411) a = 2.5 | b = 5 | c = -5.6

10412) a = 2.5 | b = 5 | c = -3.9

10413) a = 2.5 | b = 5 | c = -2.4

10414) a = 2.5 | b = 5 | c = -1.1

10415) a = 2.5 | b = 5 | c = 0

10416) a = 2.5 | b = 5 | c = 0.9

10417) a = 2.5 | b = 5 | c = 1.6

10418) a = 2.5 | b = 5 | c = 2.1

10419) a = 2.5 | b = 5 | c = 2.4

10420) a = 2.5 | b = 5 | c = 2.5

10421) a = 2.5 | b = 5.1 | c = -7.6

10422) a = 2.5 | b = 5.1 | c = 0

10423) a = 2.5 | b = 5.2 | c = 0

10424) a = 2.5 | b = 5.3 | c = 0

10425) a = 2.5 | b = 5.4 | c = -7.9

10426) a = 2.5 | b = 5.4 | c = 0

10427) a = 2.5 | b = 5.5 | c = -8

10428) a = 2.5 | b = 5.5 | c = -6

10429) a = 2.5 | b = 5.5 | c = -4.2

10430) a = 2.5 | b = 5.5 | c = -2.6

10431) a = 2.5 | b = 5.5 | c = -1.2

10432) a = 2.5 | b = 5.5 | c = 0

10433) a = 2.5 | b = 5.5 | c = 1

10434) a = 2.5 | b = 5.5 | c = 1.8

10435) a = 2.5 | b = 5.5 | c = 2.4

10436) a = 2.5 | b = 5.5 | c = 2.8

10437) a = 2.5 | b = 5.5 | c = 3

10438) a = 2.5 | b = 5.8 | c = 0

10439) a = 2.5 | b = 6 | c = -8.5

10440) a = 2.5 | b = 6 | c = -6.4

10441) a = 2.5 | b = 6 | c = -4.5

10442) a = 2.5 | b = 6 | c = -2.8

10443) a = 2.5 | b = 6 | c = -1.3

10444) a = 2.5 | b = 6 | c = 0

10445) a = 2.5 | b = 6 | c = 1.1

10446) a = 2.5 | b = 6 | c = 2

10447) a = 2.5 | b = 6 | c = 2.7

10448) a = 2.5 | b = 6 | c = 3.2

10449) a = 2.5 | b = 6 | c = 3.5

10450) a = 2.5 | b = 6 | c = 3.6

10451) a = 2.5 | b = 6.1 | c = -8.6

10452) a = 2.5 | b = 6.1 | c = 0

10453) a = 2.5 | b = 6.2 | c = 0

10454) a = 2.5 | b = 6.3 | c = 0

10455) a = 2.5 | b = 6.4 | c = -8.9

10456) a = 2.5 | b = 6.4 | c = 0

10457) a = 2.5 | b = 6.5 | c = -9

10458) a = 2.5 | b = 6.5 | c = -6.8

10459) a = 2.5 | b = 6.5 | c = -4.8

10460) a = 2.5 | b = 6.5 | c = -3

10461) a = 2.5 | b = 6.5 | c = -1.4

10462) a = 2.5 | b = 6.5 | c = 0

10463) a = 2.5 | b = 6.5 | c = 1.2

10464) a = 2.5 | b = 6.5 | c = 2.2

10465) a = 2.5 | b = 6.5 | c = 3

10466) a = 2.5 | b = 6.5 | c = 3.6

10467) a = 2.5 | b = 6.5 | c = 4

10468) a = 2.5 | b = 6.5 | c = 4.2

10469) a = 2.5 | b = 6.7 | c = 0

10470) a = 2.5 | b = 7 | c = -7.2

10471) a = 2.5 | b = 7 | c = -5.1

10472) a = 2.5 | b = 7 | c = -3.2

10473) a = 2.5 | b = 7 | c = -1.5

10474) a = 2.5 | b = 7 | c = 0

10475) a = 2.5 | b = 7 | c = 1.3

10476) a = 2.5 | b = 7 | c = 2.4

10477) a = 2.5 | b = 7 | c = 3.3

10478) a = 2.5 | b = 7 | c = 4

10479) a = 2.5 | b = 7 | c = 4.5

10480) a = 2.5 | b = 7 | c = 4.8

10481) a = 2.5 | b = 7 | c = 4.9

10482) a = 2.5 | b = 7.1 | c = 0

10483) a = 2.5 | b = 7.2 | c = 0

10484) a = 2.5 | b = 7.3 | c = 0

10485) a = 2.5 | b = 7.3 | c = 4.8

10486) a = 2.5 | b = 7.4 | c = 0

10487) a = 2.5 | b = 7.5 | c = -7.6

10488) a = 2.5 | b = 7.5 | c = -5.4

10489) a = 2.5 | b = 7.5 | c = -3.4

10490) a = 2.5 | b = 7.5 | c = -1.6

10491) a = 2.5 | b = 7.5 | c = 0

10492) a = 2.5 | b = 7.5 | c = 1.4

10493) a = 2.5 | b = 7.5 | c = 2.6

10494) a = 2.5 | b = 7.5 | c = 3.6

10495) a = 2.5 | b = 7.5 | c = 4.4

10496) a = 2.5 | b = 7.5 | c = 5

10497) a = 2.5 | b = 7.5 | c = 5.4

10498) a = 2.5 | b = 7.5 | c = 5.6

10499) a = 2.5 | b = 7.6 | c = 0

10500) a = 2.5 | b = 7.7 | c = 0

10501) a = 2.5 | b = 7.8 | c = 0

10502) a = 2.5 | b = 7.9 | c = 0

10503) a = 2.5 | b = 8 | c = -8

10504) a = 2.5 | b = 8 | c = -5.7

10505) a = 2.5 | b = 8 | c = -3.6

10506) a = 2.5 | b = 8 | c = -1.7

10507) a = 2.5 | b = 8 | c = 0

10508) a = 2.5 | b = 8 | c = 1.5

10509) a = 2.5 | b = 8 | c = 2.8

10510) a = 2.5 | b = 8 | c = 3.9

10511) a = 2.5 | b = 8 | c = 4.8

10512) a = 2.5 | b = 8 | c = 5.5

10513) a = 2.5 | b = 8 | c = 6

10514) a = 2.5 | b = 8 | c = 6.3

10515) a = 2.5 | b = 8 | c = 6.4

10516) a = 2.5 | b = 8.2 | c = 0

10517) a = 2.5 | b = 8.5 | c = -8.4

10518) a = 2.5 | b = 8.5 | c = -6

10519) a = 2.5 | b = 8.5 | c = -3.8

10520) a = 2.5 | b = 8.5 | c = -1.8

10521) a = 2.5 | b = 8.5 | c = 0

10522) a = 2.5 | b = 8.5 | c = 1.6

10523) a = 2.5 | b = 8.5 | c = 3

10524) a = 2.5 | b = 8.5 | c = 4.2

10525) a = 2.5 | b = 8.5 | c = 5.2

10526) a = 2.5 | b = 8.5 | c = 6

10527) a = 2.5 | b = 8.5 | c = 6.6

10528) a = 2.5 | b = 8.5 | c = 7

10529) a = 2.5 | b = 8.5 | c = 7.2

10530) a = 2.5 | b = 8.6 | c = 0

10531) a = 2.5 | b = 8.9 | c = 0

10532) a = 2.5 | b = 9 | c = -8.8

10533) a = 2.5 | b = 9 | c = -6.3

10534) a = 2.5 | b = 9 | c = -4

10535) a = 2.5 | b = 9 | c = -1.9

10536) a = 2.5 | b = 9 | c = 0

10537) a = 2.5 | b = 9 | c = 1.7

10538) a = 2.5 | b = 9 | c = 3.2

10539) a = 2.5 | b = 9 | c = 4.5

